composer,composer_dob,opera
"Agthe, Carl Christian",(16.6.1762 Hettstedt - 27.11.1797 Ballenstedt),Aconcius und Cydippe (1780? Reval)
"Agthe, Carl Christian",(16.6.1762 Hettstedt - 27.11.1797 Ballenstedt),Das Milchmädchen (1780? Reval)
"Agthe, Carl Christian",(16.6.1762 Hettstedt - 27.11.1797 Ballenstedt),Erwin und Elmire (c.1785 Ballenstedt)
"Agthe, Carl Christian",(16.6.1762 Hettstedt - 27.11.1797 Ballenstedt),Der Spiegelritter (1795 Ballenstedt)
"Agthe, Carl Christian",(16.6.1762 Hettstedt - 27.11.1797 Ballenstedt),Philemon und Baucis ()
"Agthe, Carl Christian",(16.6.1762 Hettstedt - 27.11.1797 Ballenstedt),Die weissen Inseln ()
"Ahlefeldt,",Gräfin,Telemak på Calypsos (28.12.1792 København)
"Ahlefeldt,",Gräfin,"La Folie, ou Quel conte! ()"
"Ahlstrom, David","(22.2.1927 Lancaster, NY)",3 Sisters Who Are Not Sisters (17.9.1982 San Francisco)
"Ahlstrom, David","(22.2.1927 Lancaster, NY)",Doctor Faustus Lights the Lights (29.10.1982 San Francisco)
"Ahlstrom, David","(22.2.1927 Lancaster, NY)","America, I Love You (25.6.1983 San Francisco)"
"Ahlström, Jacob Niclas",(5.6.1805 Visby - 4.5.1857 Stockholm),Alfred den store (1848; np)
"Ahlström, Jacob Niclas",(5.6.1805 Visby - 4.5.1857 Stockholm),Abu Hassan (inc)
"Åhlström, Olof","(14.8.1756 Åletorp, Värdinge - 11.8.1835 Stockholm)",Frigga (1787 Stockholm)
"Aho, Kalevi","(9.3.1949 Forssa, Suomi)",Hyönteiselämaä (1987)
"Aiblinger, Johann Kaspar","(23.2.1779 Wasserburg, Bayern - 6.5.1867 München)",La burla fortunata ossia I due prigionieri (1811 Venezia)
"Aiblinger, Johann Kaspar","(23.2.1779 Wasserburg, Bayern - 6.5.1867 München)",Rodrigo und Chimene (1821 München H)
"Aimon, (Pamphile Léopold) François","(4.10.1779 L'Isle, c. Avignon - 2.2.1866 Paris)",Les Jeux floraux (16.11.1818 Paris O)
"Aitken, Hugh",(7.9.1924 New York),Fables (1975)
"Aitken, Hugh",(7.9.1924 New York),Felipe (1981)
"Åkerberg, (Carl) Erik (Emanuel)",(19.1.1860 Stockholm - 20.1.1938 Stockholm),Turandot (1906; np)
"Åkerberg, (Carl) Erik (Emanuel)",(19.1.1860 Stockholm - 20.1.1938 Stockholm),Pinntorpafrun (1915; np)
"Akimenko [Yakimenko], Fyodor Stepanovich",(20.2.1876 Khar'kov - 3.1.1945 Paris),Feya snegov (1914)
"Akses, Necil Kâzim",(6.5.1908 Constantinople - 16.2.1999 Istanbul),Mete (1933)
"Akses, Necil Kâzim",(6.5.1908 Constantinople - 16.2.1999 Istanbul),Bayönder (27.12.1934 Ankara)
"Akutagawa, Yasushi",(12.7.1925 Tokyo - 31.1.1989 Tokyo),Kurai kagami (1960 Tokyo)
"Akutagawa, Yasushi",(12.7.1925 Tokyo - 31.1.1989 Tokyo),Hiroshima na Orfe (27.8.1967 Tokyo TV*)
"Alaleona, Domenico","(16.11.1881 Montegiorgio, Ascoli Piceno - 28.12.1928 Montegiorgio)",Mirra (1913; 31.3.1920 Roma)
"Alary, Jules [Giulio] Eugène Abraham",(16.3.1814 Mantova - 17.4.1891 Paris),Rosamunde (10.6.1840 Firenze)
"Alary, Jules [Giulio] Eugène Abraham",(16.3.1814 Mantova - 17.4.1891 Paris),Le tre nozze (29.3.1851 Paris)
"Alary, Jules [Giulio] Eugène Abraham",(16.3.1814 Mantova - 17.4.1891 Paris),Sardanapalo (16.2.1852 St Peterburg)
"Alary, Jules [Giulio] Eugène Abraham",(16.3.1814 Mantova - 17.4.1891 Paris),La Voix humaine (30.12.1861 Paris O)
"Alary, Jules [Giulio] Eugène Abraham",(16.3.1814 Mantova - 17.4.1891 Paris),+?
"Albéniz, Isaac (Manuel Francisco","(29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)",Cuanto más viejo () [lost]
"Albéniz, Isaac (Manuel Francisco","(29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)",Catalanes de gracia () [lost]
"Albéniz, Isaac (Manuel Francisco","(29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)",El canto de salvación () [lost]
"Albéniz, Isaac (Manuel Francisco","(29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)",The Magic Opal (19.1.1893 London Lyr)
"Albéniz, Isaac (Manuel Francisco","(29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)",Poor Jonathan (1893 London PW) [+ Millöcker]
"Albéniz, Isaac (Manuel Francisco","(29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)",San Antonio de la Flórida (26.10.1894 Madrid)
"Albéniz, Isaac (Manuel Francisco","(29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)",Henry Clifford (8.5.1895 Barcelona)
"Albéniz, Isaac (Manuel Francisco","(29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)",Pepita Jiménez (5.1.1896 Barcelona)
"Albéniz, Isaac (Manuel Francisco","(29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)","King Arthur (inc)
    
    Merlin (1906; np)
    Lancelot (inc)"
"Albéniz, Isaac (Manuel Francisco","(29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)",Merlin (1906; np)
"Albéniz, Isaac (Manuel Francisco","(29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)",Lancelot (inc)
"Albéniz y Basanta, Pedro",(14.4.1795 Logroño - 12.4.1855 Madrid),Los enredos de un curioso () [et al.]
"Albergati (Capacelli), Pirro",Conte d' (20.9.1663 Bologna - 22.6.1735 Bologna),? (27.8.1692 Bologna) [serenata] [lost]
"Albergati (Capacelli), Pirro",Conte d' (20.9.1663 Bologna - 22.6.1735 Bologna),Gli amici (16.8.1699 Bologna) [lost]
"Albergati (Capacelli), Pirro",Conte d' (20.9.1663 Bologna - 22.6.1735 Bologna),Il principe selvaggio (1.1712 Bologna) [lost]
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Der Rubin (12.10.1893 Karlsruhe)
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Ghismonda (28.11.1895 Dresden)
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Gernot (11.4.1897 Mannheim)
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Die Abreise (20.10.1898 Frankfurt)
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Kain (17.2.1900 Berlin)
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Der Improvisator (20.2.1902 Berlin)
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Tiefland (15.11.1903 Praha D)
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Tiefland [rev] (16.1.1905 Magdeburg)
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Flauto solo (12.11.1905 Praha)
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Tragaldabas (3.12.1907 Hamburg) [Der geborgte Ehemann]
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Izeÿl (6.11.1909 Hamburg)
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Die verschenkte Frau (6.2.1912 Wien)
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Liebesketten (12.11.1912 Wien)
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Die toten Augen (5.3.1916 Dresden)
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Der Stier von Olivera (10.3.1918 Leipzig)
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Revolutions-hochzeit (26.10.1919 Leipzig)
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Scirocco (18.5.1921 Darmstadt)
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Mareike von Nymwegen (31.10.1923 Hamburg)
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Der Golem (14.11.1926 Frankfurt)
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Die schwarze Orchidee (1.12.1928 Leipzig)
"d'Albert, Eugen [Eugène] (Francis Charles)",(10.4.1864 Glasgow - 3.3.1932 Riga),Mister Wu (29.9.1932 Dresden) [+ L. Blech]
"Albert, Karel",(16.4.1901 Antwerpen - 23.5.1987 Liedekerke),Europa ontvoerd (1950)
"Alberti, Domenico",(c.1710 Venezia - c.1740 Formio/Roma),Endimione (1737 Venezia)
"Alberti, Domenico",(c.1710 Venezia - c.1740 Formio/Roma),Galatea (1737 Venezia)
"Alberti, Domenico",(c.1710 Venezia - c.1740 Formio/Roma),Olimpiade (1739 Venezia)
"Alberti, Domenico",(c.1710 Venezia - c.1740 Formio/Roma),Temistocle () [?] [lost]
"Albertini, Joachim [Gioacchino]",(1749 Pesaro - 27.3.1812 Warszawa),La cacciatrice brillante (2.1772 Roma T)
"Albertini, Joachim [Gioacchino]",(1749 Pesaro - 27.3.1812 Warszawa),Don Juan albo Ukarany libertyn (23.2.1783 Warszawa)
"Albertini, Joachim [Gioacchino]",(1749 Pesaro - 27.3.1812 Warszawa),Virginia (7.1.1786 Roma D)
"Albertini, Joachim [Gioacchino]",(1749 Pesaro - 27.3.1812 Warszawa),Circe und Ulisses (30.1.1786 Hamburg)
"Albertini, Joachim [Gioacchino]",(1749 Pesaro - 27.3.1812 Warszawa),Scipione africano (1789 Roma)
"Albertini, Joachim [Gioacchino]",(1749 Pesaro - 27.3.1812 Warszawa),La virgine vestale (carn.1803 Roma D)
"Albertini, Joachim [Gioacchino]",(1749 Pesaro - 27.3.1812 Warszawa),Kapelmajster  polski (28.10.1808 Warszawa)
"Albertsen, Per (Hjort)",(27.7.1919 Trondheim),Russicola (1956)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),"Zenobia, Regina de' Palmireni (1694 Venezia) [Il vinto trionfante del vincitore]"
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Il prodigio dell'innocenza (1695 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),"Zenone, Imperator d'Oriente (1696 Venezia)"
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),"Tigrane, rè d'Armenia (1697 Venezia)"
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),"Primislao primo, rè di Boemia (1697 Venezia)"
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),L'ingratitudine castigata (1698 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Radamisto (1698 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Diomede punito da Alcide (1700 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),L'inganno innocente (1701 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Rodrigo in Algeri (1702 Napoli) [rev. L'inganno innocente] [+ G.B. Stück]
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),L'arte in gara con l'arte (1702 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Griselda (1703 Firenze)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Aminta (1703 Firenze)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Il più fedel tra i vassalli (1705 Genova)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Le prosperità di Elio Sejano (1707 Genova)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),La fede tra gl'inganni (1707 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Thomyris (1707 London) [et al.]
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Astarto (1708 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Vespetta e Pimpinone (1708 Venezia) [intermezzo: Astarto]
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Il tradimento tradito (1709 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Engelberta (1709 Venezia) [+ Gasparini]
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Clotilda (1709 London) [et al.]
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Ciro (1710 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Il tiranno eroe (1711 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Il Giustino (1711 Bologna)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Alarico (1712 Piacenza)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Le gare generose (1712 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Lucio Vero (1713 Ferrara)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),L'amor di figlio non conosciuto (1716 Venezia) [Die gross mütige Tomyris]
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Eumene (1717 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Meleagro (1718 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Cleomene (1718 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Gli eccessi della gelosia (1722 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),I veri amici (1722 München)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Eumene (1723 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Ermengarda (1723 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),La Mariane (1724 Venezia) [rev. Gli eccessi della gelosia] [+ G. Porta]
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),"Antigono tutore di Filippo, Rè dei macedoni (1724 Venezia) [+ G. Porta]"
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Scipione nelle Spagne (1724 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Laodice (1724 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Didone abbandonata (1725 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),L'impresario delle Canarie (1725 Venezia) [intermezzo: Didone abbandonata]
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),I rivali generosi (1725 Brescia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Alcina delusa da Ruggero (1725 Venezia) [Gli evenimenti di Ruggero]
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),La Statira (1726 Roma)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Malsazio e Fiametta (1726 Roma) [intermezzo: La Statira]
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Il trionfo di Armida (1726 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),L'incostanza schernita (1727 Venezia) [L'infedeltà delusa; Filandro]
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Le due rivali in amore (1728 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),La fortezza al cimento (1729 Milano)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Gli stratagemmi amorosi (1730 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Elenia (1730 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Il più fedel tra gli amanti (1731 Treviso)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Merope (1731 Praha) [et al.]
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Ardelinda (1732 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Candalide (1734 Venezia)
"Albinoni, Tomaso Giovanni [Zuane]",(8.6.1671 Venezia - 17.1.1751 Venezia),Artamene (1741 Venezia)
"Alday, François",,Geneviève de Brabant (23.11.1791 Paris Lou) [lost]
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),Il prologo dilucidazione ed epitome del Lodovico Pio (1694 Bologna) [?]
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),Gl'inganni amorosi scoperti in villa (28.1.1696 Bologna)
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),Dafni (10.8.1696)
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),Ottaviano (carn.1697 Torino TR)
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),"Amor torna in s'al so', o ver se L' nozz dla Checha e d' Bdett (carn.1698 Bologna) [Amor torna in s'al so', over L' nozz dla Flippa e d' Bdett]"
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),La fortezza al cimento (2.1699 Venezia SSv)
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),Cesare in Alessandria (sum.1699 Napoli SB)
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),L'orfano (1699 Napoli) [?]
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),Le due Auguste (16.8.1700 Bologna)
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),Semiramide (carn.1701 Genova)
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),Mitridate in Sebastia (aut.1701 Genova)
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),Turno Aricino (? Genova)
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),Pirro (carn?.1704 Venezia SA)
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),L'odio e l'amore (1704 Napoli SB)
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),Il Trace in catena (1704 Venezia) [?]
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),L'incoronazione di Dario (carn.1705 Napoli SB)
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),Il piu fedel tra i vassalli (spr?.1705 Napoli SB)
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),Muzio Scevola (1705) [?]
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),Berenice (1705 Venezia) [?]
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),Li tre rivali al soglio (2.1.1711 Bologna)
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),"Amor non vuoi rispetti (1719 Cento, Bologna) [?]"
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),Zelida () [?]
"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)",(8.6.1671 Bologna - 9.2.1707 Bologna),Perseo () [?]
"Alessandri, Felice","(24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)",Ezio (carn.1767 Verona)
"Alessandri, Felice","(24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)",Il matrimonio per concorso (carn.1767 Venezia SM)
"Alessandri, Felice","(24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)",La moglie fedele (27.2.1768 London KT)
"Alessandri, Felice","(24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)",L'Argentino (spr.1768 Wien B)
"Alessandri, Felice","(24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)",Arianna e Teseo (11.10.1768 London KT)
"Alessandri, Felice","(24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)",Il re alla caccia (1.3.1769 London KT)
"Alessandri, Felice","(24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)",Argea (carn.1773 Torino TR)
"Alessandri, Felice","(24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)",Creso (spr.1774 Pavia)
"Alessandri, Felice","(24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)",La camariera per amore (aut.1774 Torino C)
"Alessandri, Felice","(24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)",Il Medonte re d'Epiro (26.12.1774 Milano D)
"Alessandri, Felice","(24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)",Alcina e Ruggero (carn.1775 Torino TR)
"Alessandri, Felice","(24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)","Sandrina, ossia La contadina di corte (1775 Lucca)"
"Alessandri, Felice","(24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)",La novità (aut.1775 Venezia SM)
"Alessandri, Felice","(24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)",La sposa persiana (aut.1775 Venezia SS)
"Alessandri, Felice","(24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)",Calliroe (26.12.1778 Milano S)
"Alessandri, Felice","(24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)",Adriano in Siria (26.12.1779 Venezia SB)
"Alessandri, Felice","(24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)",Erifile (12.6.1780 Padova)
"Alessandri, Felice","(24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)",Attalo re di Bitinia (9.1780 Firenze P)
