composer,composer_dob,opera
"Righini, Vincenzo",(22.1.1756 Bologna - 19.8.1812 Bologna),Atalante e Meleagro (1797 Berlin)
"Righini, Vincenzo",(22.1.1756 Bologna - 19.8.1812 Bologna),"La Gerusalemme liberata, ossia Armida al campo de' franchi (1799 Berlin)"
"Righini, Vincenzo",(22.1.1756 Bologna - 19.8.1812 Bologna),Tigrane (1800 Berlin)
"Righini, Vincenzo",(22.1.1756 Bologna - 19.8.1812 Bologna),Minerva belebet die Statue des Dädalus (1802 Berlin)
"Righini, Vincenzo",(22.1.1756 Bologna - 19.8.1812 Bologna),La selva incantata (1803 Berlin)
"Rihm, Wolfgang (Michael)",(13.3.1952 Karlsruhe),Harlekin (1977 inc)
"Rihm, Wolfgang (Michael)",(13.3.1952 Karlsruhe),Faust und Yorick (8.3.1979 Hamburg)
"Rihm, Wolfgang (Michael)",(13.3.1952 Karlsruhe),Jakob Lenz (8.3.1979 Hamburg)
"Rihm, Wolfgang (Michael)",(13.3.1952 Karlsruhe),Andere Schatten (6.9.1985 Frankfurt)
"Rihm, Wolfgang (Michael)",(13.3.1952 Karlsruhe),Die Hamletmaschine (30.3.1987 Mannheim)
"Rihm, Wolfgang (Michael)",(13.3.1952 Karlsruhe),Oedipus (4.10.1987 Berlin)
"Rihm, Wolfgang (Michael)",(13.3.1952 Karlsruhe),Die Eroberung von Mexico (1991)
"Riisager, Knudåge","(6.3.1897 Port Kunda, Estonia - 26.12.1974 København)",Susanne (7.1.1950 København)
"Riley, Dennis",(28.5.1943 Los Angeles - 6.5.1999 New York),Cats' Concert (1983)
"Riley, Dennis",(28.5.1943 Los Angeles - 6.5.1999 New York),Rappaccini's Daughter (1984; np)
"Rimsky-Korsakov, Nikolai Andreyevich","(18.3.1844 Tikhvin, c. Novgorod - 21.6.1908 Lyubensk, c. St. Peterburg)",Pskovityanka (13.1.1873 St Peterburg M)
"Rimsky-Korsakov, Nikolai Andreyevich","(18.3.1844 Tikhvin, c. Novgorod - 21.6.1908 Lyubensk, c. St. Peterburg)",Mlada (1872 inc) [et al.]
"Rimsky-Korsakov, Nikolai Andreyevich","(18.3.1844 Tikhvin, c. Novgorod - 21.6.1908 Lyubensk, c. St. Peterburg)",Pskovityanka [rev] (1877; np)
"Rimsky-Korsakov, Nikolai Andreyevich","(18.3.1844 Tikhvin, c. Novgorod - 21.6.1908 Lyubensk, c. St. Peterburg)",Mayskaya noch' (21.1.1880 St Peterburg M)
"Rimsky-Korsakov, Nikolai Andreyevich","(18.3.1844 Tikhvin, c. Novgorod - 21.6.1908 Lyubensk, c. St. Peterburg)",Snegurochka (10.2.1882 St Peterburg M)
"Rimsky-Korsakov, Nikolai Andreyevich","(18.3.1844 Tikhvin, c. Novgorod - 21.6.1908 Lyubensk, c. St. Peterburg)",Mlada (1.11.1882 St Peterburg M)
"Rimsky-Korsakov, Nikolai Andreyevich","(18.3.1844 Tikhvin, c. Novgorod - 21.6.1908 Lyubensk, c. St. Peterburg)","Pskovityanka [rev 2] (1892; 18.4.1895 St Peterburg, Panayevsky T)"
"Rimsky-Korsakov, Nikolai Andreyevich","(18.3.1844 Tikhvin, c. Novgorod - 21.6.1908 Lyubensk, c. St. Peterburg)",Snegurochka [rev] (1895; ?)
"Rimsky-Korsakov, Nikolai Andreyevich","(18.3.1844 Tikhvin, c. Novgorod - 21.6.1908 Lyubensk, c. St. Peterburg)",Noch' pered Rozhdestvom (10.12.1895 St Peterburg M)
"Rimsky-Korsakov, Nikolai Andreyevich","(18.3.1844 Tikhvin, c. Novgorod - 21.6.1908 Lyubensk, c. St. Peterburg)",Sadko (7.1.1898 Moskva So)
"Rimsky-Korsakov, Nikolai Andreyevich","(18.3.1844 Tikhvin, c. Novgorod - 21.6.1908 Lyubensk, c. St. Peterburg)",Motsart i Sal'yeri (7.12.1898 Moskva So)
"Rimsky-Korsakov, Nikolai Andreyevich","(18.3.1844 Tikhvin, c. Novgorod - 21.6.1908 Lyubensk, c. St. Peterburg)",Boyarïnya Vera Sheloga (27.12.1898 Moskva So) [rev. Pskovityanka]
"Rimsky-Korsakov, Nikolai Andreyevich","(18.3.1844 Tikhvin, c. Novgorod - 21.6.1908 Lyubensk, c. St. Peterburg)",Tsarskaya nevesta (3.11.1899 Moskva So)
"Rimsky-Korsakov, Nikolai Andreyevich","(18.3.1844 Tikhvin, c. Novgorod - 21.6.1908 Lyubensk, c. St. Peterburg)","Skazka o tsare Saltane, o sïne evo slavnom i moguchem bogatïre knyaze Gvidone Saltanoviche i o prekrasnoy tsarevne lebedi (3.11.1900 Moskva So)"
"Rimsky-Korsakov, Nikolai Andreyevich","(18.3.1844 Tikhvin, c. Novgorod - 21.6.1908 Lyubensk, c. St. Peterburg)",Serviliya (14.10.1902 St Peterburg M)
"Rimsky-Korsakov, Nikolai Andreyevich","(18.3.1844 Tikhvin, c. Novgorod - 21.6.1908 Lyubensk, c. St. Peterburg)",Kashchei bessmertniy (25.12.1902 Moskva)
"Rimsky-Korsakov, Nikolai Andreyevich","(18.3.1844 Tikhvin, c. Novgorod - 21.6.1908 Lyubensk, c. St. Peterburg)","Pan Voyevoda (16.10.1904 St Peterburg, Cons)"
"Rimsky-Korsakov, Nikolai Andreyevich","(18.3.1844 Tikhvin, c. Novgorod - 21.6.1908 Lyubensk, c. St. Peterburg)",Kashchei bessmertniy [rev] (1906; ?)
"Rimsky-Korsakov, Nikolai Andreyevich","(18.3.1844 Tikhvin, c. Novgorod - 21.6.1908 Lyubensk, c. St. Peterburg)",Skazanie o nevidimom grade Kitezhe i deve Fevronii (20.2.1907 St Peterburg M)
"Rimsky-Korsakov, Nikolai Andreyevich","(18.3.1844 Tikhvin, c. Novgorod - 21.6.1908 Lyubensk, c. St. Peterburg)",Zolotoy petushok (7.10.1909 Moskva So)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),? (1737 Roma V)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),Ciro riconosciuto (19.1.1737 Roma)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),La commedia in commedia (8.1.1738 Roma V) [L'ambizione delusa]
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),Farnace (aut.1739 Venezia SGG)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),Vologeso re de' Parti (carn.1739 Roma A)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),La libertà nociva (17.1.1740 Roma V)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),Ipermestra (1741 Lisboa) [?]
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),Didone abbandonata (1741 Lisboa) [?]
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),Le nozze di Don Trifone (carn.1743 Roma A)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),Turno Heredonio Aricino (11.12.1743 Roma Ca)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),Il bravo burlato (? Roma Pl) [Il capitan Fracasso]
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),La forza del sangue (1746 Roma Pl)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),Catone in Utica (1740? Lisboa?; 1.1748 Milano RD)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),Il bravo e il bello (1748 Roma Granari)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),Mario in Numidia (1.1749 Roma D)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),Il ripiego in amore di Flaminia finta cameriera e Turco (carn.1751 Roma V)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),Il cavalier Mignatta (1751 Roma Ca)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),Il Galoppino (carn.1751 Roma Ca)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),Gli impostori (1751 Modena)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),La forza della pace (carn.1752 Roma P)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),La donna superba (19.12.1752 Paris O) [rev. La commedia in commedia]
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),La zingara (19.6.1753 Paris O)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),L'amante deluso (5.1753 Roma T)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),La serva sposa (carn.1753 Roma V)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),La chiavarina (carn.1754 Roma V)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),Attalo (2.1754 Roma Ca)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),La zingara [rev] (1.1755 Pesaro)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),La bohémienne (28.7.1755 Paris CI) [rev. La zingara]
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),La smorfiosa (carn.1756 Roma V)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),Il capitano napoletano (spr.1756 Firenze Coc)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),Adriano in Siria (2.1.1758 Roma A)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),Le donne ridicole (1.1759 Roma Ca)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),Il caffe' di campagna (carn.1764 Roma P)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),I finti pazzi per amore (carn.1770 Roma P)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),La donna vendicativa e l'erudito spropositato (carn.1771 Roma P)
Rinaldo di [da] Capua,(c.1705 Capua? Roma? Napoli? - c.1780 Roma?),La Giocondina (1778 Roma P)
"Riotte, Philipp Jakob","(16.8.1776 St Wendel, Saar - 20.8.1856 Wien)",Das grenzstädtchen (1809 Wien H)
"Riotte, Philipp Jakob","(16.8.1776 St Wendel, Saar - 20.8.1856 Wien)",Der Berggeist (1818 Wien TW)
"Riotte, Philipp Jakob","(16.8.1776 St Wendel, Saar - 20.8.1856 Wien)","Elisene, Prinzessin von Bulgarien (1819 Wien TW)"
"Riotte, Philipp Jakob","(16.8.1776 St Wendel, Saar - 20.8.1856 Wien)",Azondar (1819 Wien TW) [Azondai]
"Riotte, Philipp Jakob","(16.8.1776 St Wendel, Saar - 20.8.1856 Wien)",Die Wildschützen (1820 Wien TW)
"Riotte, Philipp Jakob","(16.8.1776 St Wendel, Saar - 20.8.1856 Wien)",Die Zaubernelke (1821 Wien TW)
"Riotte, Philipp Jakob","(16.8.1776 St Wendel, Saar - 20.8.1856 Wien)",Staberl als Freischütz (4.12.1822 München I) [+ Röth][Alles à la Freischütz; Staberl in der Löwengrube]
"Riotte, Philipp Jakob","(16.8.1776 St Wendel, Saar - 20.8.1856 Wien)",Euphemie von Avagora (1823 Wien Kt)
"Riotte, Philipp Jakob","(16.8.1776 St Wendel, Saar - 20.8.1856 Wien)","Nurredin, Prinz von Persien (1825 Wien TW)"
"Riotte, Philipp Jakob","(16.8.1776 St Wendel, Saar - 20.8.1856 Wien)",Eine Prise Tobak (1825 Wien Kt/J)
"Riotte, Philipp Jakob","(16.8.1776 St Wendel, Saar - 20.8.1856 Wien)",Die geschwätzige Stumme von NUssdorf (1830)
"Riotte, Philipp Jakob","(16.8.1776 St Wendel, Saar - 20.8.1856 Wien)",Die Doppelgestalten (1834 Wien L)
"Riotte, Philipp Jakob","(16.8.1776 St Wendel, Saar - 20.8.1856 Wien)",Der Postillon von Stadl-Enzersdorf (1840)
"Riotte, Philipp Jakob","(16.8.1776 St Wendel, Saar - 20.8.1856 Wien)",+c.40
"Rispoli, Salvatore",(c.1736-45? Napoli - 1812 Napoli),Il trionfo de' pupilli oppressi (20.1.1782 Napoli F)
"Rispoli, Salvatore",(c.1736-45? Napoli - 1812 Napoli),Nitteti (26.12.1782 Torino TR)
"Rispoli, Salvatore",(c.1736-45? Napoli - 1812 Napoli),Ipermestra (26.12.1785 Milano S)
"Rispoli, Salvatore",(c.1736-45? Napoli - 1812 Napoli),Idalide (26.12.1786 Torino TR)
"Rispoli, Salvatore",(c.1736-45? Napoli - 1812 Napoli),Il trionfo di Davide (Lent.1787 Napoli Fo)
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),Pallide trionfante in Arcadia (sum.1713 Padova)
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),Orlando furioso (7.11.1713 Venezia SA)
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),Orlando furioso [rev] (1714 Venezia)
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),"Euristeo (1714 Venezia, Bologna)"
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),Pigmalione (1714 Rovigo)
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),Cleonice (15.8.1718 Moritzburg)
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),Calandro (2.9.1726 Pillnitz)
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),"Un pazzo ne fà cento, ovvero Don Chisciotte (2.2.1727 Dresden)"
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),La fate (10.8.1736 Dresden)
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),Didone abbandonata (13.4.1737 London CG)
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),Temistocle (19.12.1738 Napoli SC)
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),Adriano in Siria (19.12.1739 Napoli SC)
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),La liberalità di Numa Pompilio (1746 Dresden)
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),Diana vindicata (8.12.1746 Dresden)
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),I lamenti di Orfeo (1749 Dresden)
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),Nicandro ()
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),Ercole ()
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),Delbo e Dorina (? Dresden?)
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),Despina (? Dresden?)
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),Simona e Trespolo (? Dresden?)
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),Fidelba ed Artabano (? Dresden?)
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),Lisand. e Cast. (? Dresden?)
"Ristori, Giovanni Alberto",(1692 Bologna? - 7.2.1753 Dresden),Serpilla e Perpello (? Dresden?)
"Ritter, Alexander [Sascha]","(27.6.1833 Narva, Eesti - 12.4.1896 München)",Der faule Hans (15.10.1885 München)
"Ritter, Alexander [Sascha]","(27.6.1833 Narva, Eesti - 12.4.1896 München)",Wem der Krone? (8.6.1890 Weimar)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Der Eremit auf Formentara (14.12.1788 Mannheim)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Der Sklavenhändler (11.4.1790 Mannheim)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Die Weihe (1792 Mannheim)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Die lustigen Weiber von Windsor (4.11.1794 Mannheim)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Dilara oder Die schwarze Zauberin (1798 Mannheim)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Die Geisterburg (1799 Mannheim)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Der Sturm oder Die bezauberte Insel (1799 Mannheim)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Das neue Jahr in Famagusta (1804 Mannheim)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Salomons Urteil (1808 Mannheim)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Das Fest in Olymp (1808 Mannheim)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Marie von Montalban (1810 Frankfurt am Main)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Der Zitherschläger (1810 Stuttgart)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Das Tal von Barzelonetta oder Die beiden Eremiten (1811 Mannheim)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Feodore (1811 Mannheim)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Alexander im Indien (1811 Mannheim)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Alfred (1820 Mannheim)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Der Mandarin oder Die gefoppten Chinesen (1821 Karlsruhe)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Hoang-Puff oder Das dreifache Horoskop (1822 Mannheim)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Bianca (1824 Mannheim)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Der Talisman (1824 Mannheim)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Das Grubenlicht (1833 Mannheim)
"Ritter, Peter",(2.7.1763 Mannheim - 1.8.1846 Mannheim),Die Alpenhirtin () [?]
"Ritter [Bennet], Théodore",(5.4.1841 Nantes - 6.4.1886 Paris),Marianne (1861 Paris)
"Ritter [Bennet], Théodore",(5.4.1841 Nantes - 6.4.1886 Paris),La dea risorta (1865 Firenze)
"Riva, Giulio",(? - ?),L'Adelaide Regia Principessa di Susa (31.10.1669 München) [?] [+ Giulio Rossoni]
"Rivier, Jean","(21.7.1896 Villemomble, Seine - 6.11.1987 La Penne sur Huveaune)",Vénitienne (8.7.1937 Paris)
"Roberti, Giulio","(14.11.1829 Barge, Saluzzo - 14.2.1891 Torino)",Piero de Medici (1849)
"Roberti, Giulio","(14.11.1829 Barge, Saluzzo - 14.2.1891 Torino)",Petrarca alla corte d'amore (1859)
"Roberto [Roberti, Ruberti], Costantino",(1700 Napoli - 17.3.1773 Napoli),La cantarina (carn.1728 Napoli) [+
"Roberto [Roberti, Ruberti], Costantino",(1700 Napoli - 17.3.1773 Napoli),Lo cicisbeo coffeato (1728 Napoli F)
"Roberto [Roberti, Ruberti], Costantino",(1700 Napoli - 17.3.1773 Napoli),Lo Conte di Scrignano (1729 Napoli F) [et al.]
"Roberto [Roberti, Ruberti], Costantino",(1700 Napoli - 17.3.1773 Napoli),La Zita (aut.1731 Napoli F)
"Roberto [Roberti, Ruberti], Costantino",(1700 Napoli - 17.3.1773 Napoli),Il Filippo (sum.1735 Napoli F)
"Robineau,",Abbé,Stratonice (1791 Paris) [lost]
"Robinson, Earl (Hawley)",(2.7.1910 Seattle - 20.7.1991 Seattle),Sandhog (1954)
"Robinson, Earl (Hawley)",(2.7.1910 Seattle - 20.7.1991 Seattle),David of Sassoon (1978)
"Robinson, Earl (Hawley)",(2.7.1910 Seattle - 20.7.1991 Seattle),Song of Atlantis (1983)
"Robinson,",Sir,Predatores (1894) [+ Herz]
"Robjohn [Florio, Caryl], W(illiam) J(ames)","(2.11.1843 Tavistock, Devon - 21.11.1920 Morganton, N.C.)",Uncle Tom's Cabin (1882 Philadelphia)
"Robles, Daniel Alomias","(3.1.1871 Huánuco - 17.7.1942 Chosica, c. Lima)",El condor pasa ()
"Robson, Martin-Joseph",(18.11.1817 Turnhout - 6.3.1884 Turnhout),Charles Quint ()
"Robyn, Alfred George",(29.4.1860 St Louis - 18.10.1935 New York),The Yankee Consul (1903)
"Robyn, Alfred George",(29.4.1860 St Louis - 18.10.1935 New York),The Gypsy Girl (1905)
"Robyn, Alfred George",(29.4.1860 St Louis - 18.10.1935 New York),A Yankee Tourist (1907)
"Robyn, Alfred George",(29.4.1860 St Louis - 18.10.1935 New York),Fortune Land (1907)
"Robyn, Alfred George",(29.4.1860 St Louis - 18.10.1935 New York),All for the Ladies (1912)
"Robyn, Alfred George",(29.4.1860 St Louis - 18.10.1935 New York),+?
"Rocca, Lodovico",(29.11.1895 Torino - 25.6.1986 Torino),La morte di Frine (1920; 24.4.1937 Milano)
"Rocca, Lodovico",(29.11.1895 Torino - 25.6.1986 Torino),In terra di leggenda (1923; 28.9.1933 Milano) [La corona di re Gaulo]
"Rocca, Lodovico",(29.11.1895 Torino - 25.6.1986 Torino),Il Dibuk (1930; 24.3.1934 Milano)
"Rocca, Lodovico",(29.11.1895 Torino - 25.6.1986 Torino),Monte Ivnor (23.12.1939 Roma)
"Rocca, Lodovico",(29.11.1895 Torino - 25.6.1986 Torino),L'uragano (8.2.1952 Milano)
"Rochberg, George","(5.7.1918 Paterson, N.J. - 29.5.2005 Bryn Mawr, Penna.)","Phaedra (9.1.1975 Syracuse, N.Y.)"
"Rochberg, George","(5.7.1918 Paterson, N.J. - 29.5.2005 Bryn Mawr, Penna.)","The Confidence Man (31.7.1982 Santa Fe, N.M.)"
"Rochefort, Jean Baptiste",(24.6.1746 Paris - 1819 Paris),"La Corbeille de mariage, ou La Force du sang (1775 Paris)"
"Rochefort, Jean Baptiste",(24.6.1746 Paris - 1819 Paris),L'Inconnue persécutée (1776 Paris) [rev. L'incognita perseguitata (Anfossi)]
"Rochefort, Jean Baptiste",(24.6.1746 Paris - 1819 Paris),"Justine et Landri, ou Le Bail à loyer (1780 Paris)"
"Rochefort, Jean Baptiste",(24.6.1746 Paris - 1819 Paris),Le Temple de la postérité (1780 Kassel)
"Rochefort, Jean Baptiste",(24.6.1746 Paris - 1819 Paris),Daphnis et Florise (1782 Kassel)
"Rochefort, Jean Baptiste",(24.6.1746 Paris - 1819 Paris),Les Noces de Zerbine (?1780-85 Kassel)
"Rochefort, Jean Baptiste",(24.6.1746 Paris - 1819 Paris),La pompe funèbre de Crispin (?1780-85 Kassel)
"Rochefort, Jean Baptiste",(24.6.1746 Paris - 1819 Paris),Ariane (1788 Paris)
"Rochefort, Jean Baptiste",(24.6.1746 Paris - 1819 Paris),Toulon soumis (1793 Paris)
"Rochefort, Jean Baptiste",(24.6.1746 Paris - 1819 Paris),La Descente en Angleterre (1797 Paris)
"Rochefort, Jean Baptiste",(24.6.1746 Paris - 1819 Paris),La Cassette ()
"Rochefort, Jean Baptiste",(24.6.1746 Paris - 1819 Paris),Dorothée ()
"Rochefort, Jean Baptiste",(24.6.1746 Paris - 1819 Paris),L'Esprit de contradiction ()
"Röckel, August",(1.12.1814 Graz - 18.6.1876 Budapest),Farinelli (1839; np)
"Röder, Martin",(7.4.1851 Berlin - 7.6.1895 Boston),Vera (1.11.1881 Hamburg)
"Röder, Martin",(7.4.1851 Berlin - 7.6.1895 Boston),+2
"Rodolphe [Rudolph], Jean [Johann] Joseph",(14.10.1730 Strasbourg - 12/18.8.1812 Paris),Le Mariage par capitulation (3.12.1764 Paris CI)
"Rodolphe [Rudolph], Jean [Johann] Joseph",(14.10.1730 Strasbourg - 12/18.8.1812 Paris),L'Aveugle de Palmire (5.3.1767 Paris CI)
"Rodolphe [Rudolph], Jean [Johann] Joseph",(14.10.1730 Strasbourg - 12/18.8.1812 Paris),Isménor (17.11.1773 Versailles)
"Rodrigo, Joaquín","(22.11.1901 Sagunto, Valencia - 6.7.1999 Madrid)",El hijo fingido (1964)
"Rodrigo, Joaquín","(22.11.1901 Sagunto, Valencia - 6.7.1999 Madrid)",La azuzena de Quito (1965)
"Rodriguez, Robert Xavier",(28.6.1946 San Antonio),Le Diable amoureux (1978)
"Rodriguez, Robert Xavier",(28.6.1946 San Antonio),Suor Isabella (1982)
"Rodriguez, Robert Xavier",(28.6.1946 San Antonio),Tango (1985)
"Rodriguez de Hita, Antonio",(c.1724 - 21.2.1787 Madrid),La Briseida (10.7.1768 Madrid)
"Rodriguez de Hita, Antonio",(c.1724 - 21.2.1787 Madrid),Las segadoras de Vallecas (13.9.1768 Madrid)
"Rodriguez de Hita, Antonio",(c.1724 - 21.2.1787 Madrid),Las labradoras de Murcia (16.9.1769 Madrid)
"Rodriguez de Hita, Antonio",(c.1724 - 21.2.1787 Madrid),Scipión en Cartagena (1770 Madrid)
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),"Waverley, or Sixty Years Since (11.3.1824 London A)"
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),"The Flying Dutchman, or The Phantom Ship (1.1.1827 London A)"
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),The Cornish Miners (2.7.1827 London L)
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),The Bottle Imp (7.7.1828 London L)
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),The Mason of Buda (1.10.1828 London A) [rev. ? (Auber)]
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),"The Earthquake, or The Spectre of the Nile (15.12.1828 London A)"
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),"The Devil's Elixir, or The Shadowless Man (20.4.1829 London CG)"
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),The Spring Lock (18.8.1829 London L)
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),Teddy the Tiler (8.2.1830 London CG)
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),The Skeleton Lover (16.7.1830 London A)
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),"The Black Vulture, or The Wheel of Death (4.10.1830 London A)"
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),The Evil Eye (18.8.1831 London A)
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),My Own Lover (11.1.1832 London DL)
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),"Don Quixote, the Knight of the Woful Countenance, or The Humours of Sancho Panza (7.1.1833 London A)"
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),"The Lord of the Isles, or The Gathering of the Clans (20.11.1834 London Su)"
"Rodwell, George (Herbert Bonaparte)",(15.11.1800 London - 22.1.1852 London),"The Last Days of Pompeii, or Seventeen Hundred Years Ago (15.12.1834 London A)"
