name,year_of_birth,year_of_death,place_of_birth,gender,other_names,ddd,ddd,last_name,first_name,,
Rangstrom Ture,1884,1947,Sweden,Male,Rangstrom Ture,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Rangstrom Ture', 1884, 1947, 'Sweden', 'Male', 'Rangstrom Ture')",#VALUE!,Rangstrom,Ture,,"Rangstrom, Ture"
Ranki,1907,1992,Hungary,Male,Ranki,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Ranki', 1907, 1992, 'Hungary', 'Male', 'Ranki')",#VALUE!,Ranki,,,"Ranki, "
Ranzato,1883,1937,Italy,Male,Ranzato,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Ranzato', 1883, 1937, 'Italy', 'Male', 'Ranzato')",#VALUE!,Ranzato,,,"Ranzato, "
Rasch,1965,,Germany,Male,Rasch,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Rasch', 1965, 'Germany', 'Male', 'Rasch')",#VALUE!,Rasch,,,"Rasch, "
Rasgado,1959,,Mexico,Male,Rasgado,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Rasgado', 1959, 'Mexico', 'Male', 'Rasgado')",#VALUE!,Rasgado,,,"Rasgado, "
Raskatov,1953,,Russian Federation,Male,Raskatov,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Raskatov', 1953, 'Russian Federation', 'Male', 'Raskatov')",#VALUE!,Raskatov,,,"Raskatov, "
Ratniece,1977,,Latvia,Female,Ratniece,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Ratniece', 1977, 'Latvia', 'Female', 'Ratniece')",#VALUE!,Ratniece,,,"Ratniece, "
Rautavaara Einojuhani,1928,2016,Finland,Male,Rautavaara Einojuhani Einojuhani,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Rautavaara Einojuhani', 1928, 2016, 'Finland', 'Male', 'Rautavaara Einojuhani Einojuhani')",#VALUE!,Rautavaara,Einojuhani,Einojuhani,"Rautavaara, Einojuhani Einojuhani"
Rauzzini,1746,1810,Italy,Male,Rauzzini Matteo,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Rauzzini', 1746, 1810, 'Italy', 'Male', 'Rauzzini Matteo')",#VALUE!,Rauzzini,Matteo,,"Rauzzini, Matteo"
Ravel,1875,1937,France,Male,Ravel ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Ravel', 1875, 1937, 'France', 'Male', 'Ravel ')",#VALUE!,Ravel,,,"Ravel, "
Raymond,1900,1954,Austria,Male,Raymond,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Raymond', 1900, 1954, 'Austria', 'Male', 'Raymond')",#VALUE!,Raymond,,,"Raymond, "
Rechter,1952,,Israel,Male,Rechter,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Rechter', 1952, 'Israel', 'Male', 'Rechter')",#VALUE!,Rechter,,,"Rechter, "
Reich,1936,,United States of America,Male,Reich,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Reich', 1936, 'United States of America', 'Male', 'Reich')",#VALUE!,Reich,,,"Reich, "
Reid,1983,,United States of America,Female,Reid Mike,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Reid', 1983, 'United States of America', 'Female', 'Reid Mike')",#VALUE!,Reid,Mike,,"Reid, Mike"
Reimann,1933,,Germany,Male,Reimann Aribert,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Reimann', 1933, 'Germany', 'Male', 'Reimann Aribert')",#VALUE!,Reimann,Aribert,,"Reimann, Aribert"
Reinvere,1972,,Estonia,Male,Reinvere,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Reinvere', 1972, 'Estonia', 'Male', 'Reinvere')",#VALUE!,Reinvere,,,"Reinvere, "
Reise,1950,,United States of America,Male,Reise,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Reise', 1950, 'United States of America', 'Male', 'Reise')",#VALUE!,Reise,,,"Reise, "
Rendine,1954,,Italy,Male,Rendine,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Rendine', 1954, 'Italy', 'Male', 'Rendine')",#VALUE!,Rendine,,,"Rendine, "
Resch,1975,,Austria,Male,Resch,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Resch', 1975, 'Austria', 'Male', 'Resch')",#VALUE!,Resch,,,"Resch, "
Respighi,1879,1936,Italy,Male,Respighi Ottorino,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Respighi', 1879, 1936, 'Italy', 'Male', 'Respighi Ottorino')",#VALUE!,Respighi,Ottorino,,"Respighi, Ottorino"
Reukauf,1972,,Germany,Male,Reukauf,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Reukauf', 1972, 'Germany', 'Male', 'Reukauf')",#VALUE!,Reukauf,,,"Reukauf, "
Reverdy,1943,,France,Female,Reverdy,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Reverdy', 1943, 'France', 'Female', 'Reverdy')",#VALUE!,Reverdy,,,"Reverdy, "
Reyer,1823,1909,France,Male,Reyer,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Reyer', 1823, 1909, 'France', 'Male', 'Reyer')",#VALUE!,Reyer,,,"Reyer, "
Reynolds,1953,,United States of America,Male,Reynolds,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Reynolds', 1953, 'United States of America', 'Male', 'Reynolds')",#VALUE!,Reynolds,,,"Reynolds, "
Reznicek,1860,1945,Austria,Male,Reznicek Emil Nikolaus von,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Reznicek', 1860, 1945, 'Austria', 'Male', 'Reznicek Emil Nikolaus von')",#VALUE!,Reznicek,Emil Nikolaus von,,"Reznicek, Emil Nikolaus von"
Ricci,1805,1859,Italy,Male,Ricci Federico,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Ricci', 1805, 1859, 'Italy', 'Male', 'Ricci Federico')",#VALUE!,Ricci,Federico,,"Ricci, Federico"
Riederer,1977,,Brazil,Male,Riederer,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Riederer', 1977, 'Brazil', 'Male', 'Riederer')",#VALUE!,Riederer,,,"Riederer, "
Riehm,1937,,Germany,Male,Riehm,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Riehm', 1937, 'Germany', 'Male', 'Riehm')",#VALUE!,Riehm,,,"Riehm, "
Rihm,1952,,Germany,Male,Rihm Wolfgang ,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Rihm', 1952, 'Germany', 'Male', 'Rihm Wolfgang ')",#VALUE!,Rihm,Wolfgang,,"Rihm, Wolfgang"
Rimsky-Korsakov,1844,1908,Russian Federation,Male,Rimsky-Korsakov Nikolai Andreyevich,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Rimsky-Korsakov', 1844, 1908, 'Russian Federation', 'Male', 'Rimsky-Korsakov Nikolai Andreyevich')",#VALUE!,Rimsky-Korsakov,Nikolai,Andreyevich,"Rimsky-Korsakov, Nikolai Andreyevich"
Ripper,1959,,Brazil,Male,Ripper,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Ripper', 1959, 'Brazil', 'Male', 'Ripper')",#VALUE!,Ripper,,,"Ripper, "
Ristori Giovanni Alberto,1692,1753,Italy,Male,Ristori Giovanni Alberto Giovanni Alberto,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Ristori Giovanni Alberto', 1692, 1753, 'Italy', 'Male', 'Ristori Giovanni Alberto Giovanni Alberto')",#VALUE!,Ristori,Giovanni Alberto,,"Ristori, Giovanni Alberto"
Ritsiardis Iosif,1896,1979,Greece,Male,Ritsiardis Iosif,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Ritsiardis Iosif', 1896, 1979, 'Greece', 'Male', 'Ritsiardis Iosif')",#VALUE!,Ritsiardis,Iosif,,"Ritsiardis, Iosif"
Rivas,1975,,Chile,Male,Rivas,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Rivas', 1975, 'Chile', 'Male', 'Rivas')",#VALUE!,Rivas,,,"Rivas, "
Robertson,1943,,Canada,Male,Robertson,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Robertson', 1943, 'Canada', 'Male', 'Robertson')",#VALUE!,Robertson,,,"Robertson, "
RodriguezR,1946,,United States of America,Male,RodriguezR,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('RodriguezR', 1946, 'United States of America', 'Male', 'RodriguezR')",#VALUE!,RodriguezR,,,"RodriguezR, "
Rogers Matt,1980,,United Kingdom,Male,Rogers Matt Bernard,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Rogers Matt', 1980, 'United Kingdom', 'Male', 'Rogers Matt Bernard')",#VALUE!,Rogers,Matt,Bernard,"Rogers, Matt Bernard"
Rohloff,1971,,Iceland,Male,Rohloff Ernst,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Rohloff', 1971, 'Iceland', 'Male', 'Rohloff Ernst')",#VALUE!,Rohloff,Ernst,,"Rohloff, Ernst"
Rolfe,1961,,Canada,Male,Rolfe,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Rolfe', 1961, 'Canada', 'Male', 'Rolfe')",#VALUE!,Rolfe,,,"Rolfe, "
Ronchetti,1963,,Italy,Female,Ronchetti,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Ronchetti', 1963, 'Italy', 'Female', 'Ronchetti')",#VALUE!,Ronchetti,,,"Ronchetti, "
Ronnefeld,1935,1965,Germany,Male,Ronnefeld Peter,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Ronnefeld', 1935, 1965, 'Germany', 'Male', 'Ronnefeld Peter')",#VALUE!,Ronnefeld,Peter,,"Ronnefeld, Peter"
Rorem Ned,1923,,United States of America,Male,Rorem Ned Ned,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Rorem Ned', 1923, 'United States of America', 'Male', 'Rorem Ned Ned')",#VALUE!,Rorem,Ned,Ned,"Rorem, Ned Ned"
RossiLauro,1812,1885,Italy,Male,RossiLauro,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('RossiLauro', 1812, 1885, 'Italy', 'Male', 'RossiLauro')",#VALUE!,RossiLauro,,,"RossiLauro, "
Rossini,1792,1868,Italy,Male,Rossini Gioachino ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Rossini', 1792, 1868, 'Italy', 'Male', 'Rossini Gioachino ')",#VALUE!,Rossini,Gioachino,,"Rossini, Gioachino"
Rota,1911,1979,Italy,Male,Rota,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Rota', 1911, 1979, 'Italy', 'Male', 'Rota')",#VALUE!,Rota,,,"Rota, "
RothM,1976,,Switzerland,Male,RothM,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('RothM', 1976, 'Switzerland', 'Male', 'RothM')",#VALUE!,RothM,,,"RothM, "
Rousseau,1712,1778,Switzerland,Male,Rousseau Jean-Jacques,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Rousseau', 1712, 1778, 'Switzerland', 'Male', 'Rousseau Jean-Jacques')",#VALUE!,Rousseau,Jean-Jacques,,"Rousseau, Jean-Jacques"
Royer,1705,1755,France,Male,Royer Joseph-Nicolas-Pancrace,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Royer', 1705, 1755, 'France', 'Male', 'Royer Joseph-Nicolas-Pancrace')",#VALUE!,Royer,Joseph-Nicolas-Pancrace,,"Royer, Joseph-Nicolas-Pancrace"
Rozycki,1883,1953,Poland,Male,Rozycki,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Rozycki', 1883, 1953, 'Poland', 'Male', 'Rozycki')",#VALUE!,Rozycki,,,"Rozycki, "
Rubinstein,1829,1894,Russian Federation,Male,Rubinstein Beryl,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Rubinstein', 1829, 1894, 'Russian Federation', 'Male', 'Rubinstein Beryl')",#VALUE!,Rubinstein,Beryl,,"Rubinstein, Beryl"
Ruders,1949,,Denmark,Male,Ruders Poul,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Ruders', 1949, 'Denmark', 'Male', 'Ruders Poul')",#VALUE!,Ruders,Poul,,"Ruders, Poul"
Ruiz,1948,,Venezuela (Bolivarian Republic),Male,Ruiz,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Ruiz', 1948, 'Venezuela (Bolivarian Republic)', 'Male', 'Ruiz')",#VALUE!,Ruiz,,,"Ruiz, "
Rushton,1972,,United Kingdom,Male,Rushton,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Rushton', 1972, 'United Kingdom', 'Male', 'Rushton')",#VALUE!,Rushton,,,"Rushton, "
Russman kriss,,,Hungary,Male,Russman kriss,"insert into composers (name, place_of_birth, gender, other_names) values ('Russman kriss', 'Hungary', 'Male', 'Russman kriss')",#VALUE!,Russman,kriss,,"Russman, kriss"
Ruzicka,1948,,Germany,Male,Ruzicka,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Ruzicka', 1948, 'Germany', 'Male', 'Ruzicka')",#VALUE!,Ruzicka,,,"Ruzicka, "
Ruzitska,1775,1823,Hungary,Male,Ruzitska György,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Ruzitska', 1775, 1823, 'Hungary', 'Male', 'Ruzitska György')",#VALUE!,Ruzitska,György,,"Ruzitska, György"
Ryvkin Vadim,1946,,Russian Federation,Male,Ryvkin Vadim,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Ryvkin Vadim', 1946, 'Russian Federation', 'Male', 'Ryvkin Vadim')",#VALUE!,Ryvkin,Vadim,,"Ryvkin, Vadim"
Rzewski,1938,,United States of America,Male,Rzewski,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Rzewski', 1938, 'United States of America', 'Male', 'Rzewski')",#VALUE!,Rzewski,,,"Rzewski, "
Saariaho,1952,,Finland,Female,Saariaho,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Saariaho', 1952, 'Finland', 'Female', 'Saariaho')",#VALUE!,Saariaho,,,"Saariaho, "
Sacchini,1730,1786,Italy,Male,Sacchini Antonio ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Sacchini', 1730, 1786, 'Italy', 'Male', 'Sacchini Antonio ')",#VALUE!,Sacchini,Antonio,,"Sacchini, Antonio"
Saegusa,1942,,Japan,Male,Saegusa,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Saegusa', 1942, 'Japan', 'Male', 'Saegusa')",#VALUE!,Saegusa,,,"Saegusa, "
Saint-Saens,1835,1921,France,Male,Saint-Saens,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Saint-Saens', 1835, 1921, 'France', 'Male', 'Saint-Saens')",#VALUE!,Saint-Saens,,,"Saint-Saens, "
Sakellaridis,1883,1950,Greece,Male,Sakellaridis,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Sakellaridis', 1883, 1950, 'Greece', 'Male', 'Sakellaridis')",#VALUE!,Sakellaridis,,,"Sakellaridis, "
Salieri,1750,1825,Italy,Male,Salieri Antonio,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Salieri', 1750, 1825, 'Italy', 'Male', 'Salieri Antonio')",#VALUE!,Salieri,Antonio,,"Salieri, Antonio"
Sallinen,1935,,Finland,Male,Sallinen Aulis,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Sallinen', 1935, 'Finland', 'Male', 'Sallinen Aulis')",#VALUE!,Sallinen,Aulis,,"Sallinen, Aulis"
Samaras,1863,1917,Greece,Male,Samaras,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Samaras', 1863, 1917, 'Greece', 'Male', 'Samaras')",#VALUE!,Samaras,,,"Samaras, "
Samuelsson,1956,,Sweden,Female,Samuelsson,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Samuelsson', 1956, 'Sweden', 'Female', 'Samuelsson')",#VALUE!,Samuelsson,,,"Samuelsson, "
SandstromJ,1954,,Sweden,Male,SandstromJ,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('SandstromJ', 1954, 'Sweden', 'Male', 'SandstromJ')",#VALUE!,SandstromJ,,,"SandstromJ, "
Sani,1961,,Italy,Male,Sani,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Sani', 1961, 'Italy', 'Male', 'Sani')",#VALUE!,Sani,,,"Sani, "
Sankaram Kamala,1978,,United States of America,Female,Sankaram Kamala,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Sankaram Kamala', 1978, 'United States of America', 'Female', 'Sankaram Kamala')",#VALUE!,Sankaram,Kamala,,"Sankaram, Kamala"
Sannicandro Valierio,1971,,Italy,Male,Sannicandro Valierio,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Sannicandro Valierio', 1971, 'Italy', 'Male', 'Sannicandro Valierio')",#VALUE!,Sannicandro,Valierio,,"Sannicandro, Valierio"
Sarro,1679,1744,Italy,Male,Sarro,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Sarro', 1679, 1744, 'Italy', 'Male', 'Sarro')",#VALUE!,Sarro,,,"Sarro, "
Satie,1866,1925,France,Male,Satie Erik ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Satie', 1866, 1925, 'France', 'Male', 'Satie Erik ')",#VALUE!,Satie,Erik,,"Satie, Erik"
Sauguet,1901,1989,France,Male,Sauguet,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Sauguet', 1901, 1989, 'France', 'Male', 'Sauguet')",#VALUE!,Sauguet,,,"Sauguet, "
Savli,1961,,Slovenia,Male,Savli,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Savli', 1961, 'Slovenia', 'Male', 'Savli')",#VALUE!,Savli,,,"Savli, "
Saygun,1907,1991,Turkey,Male,Saygun Ahmet Adnan,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Saygun', 1907, 1991, 'Turkey', 'Male', 'Saygun Ahmet Adnan')",#VALUE!,Saygun,Ahmet,Adnan,"Saygun, Ahmet Adnan"
Scapucci Mario Guido,1965,,Italy,Male,Scapucci Mario Guido,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Scapucci Mario Guido', 1965, 'Italy', 'Male', 'Scapucci Mario Guido')",#VALUE!,Scapucci,Mario,Guido,"Scapucci, Mario Guido"
ScarlattiA,1660,1725,Italy,Male,ScarlattiA,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('ScarlattiA', 1660, 1725, 'Italy', 'Male', 'ScarlattiA')",#VALUE!,ScarlattiA,,,"ScarlattiA, "
ScarlattiD,1685,1757,Italy,Male,ScarlattiD,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('ScarlattiD', 1685, 1757, 'Italy', 'Male', 'ScarlattiD')",#VALUE!,ScarlattiD,,,"ScarlattiD, "
ScarlattiG,1718,1777,Italy,Male,ScarlattiG,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('ScarlattiG', 1718, 1777, 'Italy', 'Male', 'ScarlattiG')",#VALUE!,ScarlattiG,,,"ScarlattiG, "
Scartazzini,1971,,Switzerland,Male,Scartazzini,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Scartazzini', 1971, 'Switzerland', 'Male', 'Scartazzini')",#VALUE!,Scartazzini,,,"Scartazzini, "
Scelsi,1905,1988,Italy,Male,Scelsi,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Scelsi', 1905, 1988, 'Italy', 'Male', 'Scelsi')",#VALUE!,Scelsi,,,"Scelsi, "
Schaffer,1987,,Germany,Male,Schaffer,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Schaffer', 1987, 'Germany', 'Male', 'Schaffer')",#VALUE!,Schaffer,,,"Schaffer, "
Schedlberger,1976,,Austria,Male,Schedlberger,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Schedlberger', 1976, 'Austria', 'Male', 'Schedlberger')",#VALUE!,Schedlberger,,,"Schedlberger, "
Schiphorst,1956,,Germany,Female,Schiphorst,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Schiphorst', 1956, 'Germany', 'Female', 'Schiphorst')",#VALUE!,Schiphorst,,,"Schiphorst, "
Schnebel Dieter,1930,,Germany,Male,Schnebel Dieter,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Schnebel Dieter', 1930, 'Germany', 'Male', 'Schnebel Dieter')",#VALUE!,Schnebel,Dieter,,"Schnebel, Dieter"
SchneiderU,1939,,Switzerland,Male,SchneiderU,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('SchneiderU', 1939, 'Switzerland', 'Male', 'SchneiderU')",#VALUE!,SchneiderU,,,"SchneiderU, "
Schnittke,1934,1998,Russian Federation,Male,Schnittke,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Schnittke', 1934, 1998, 'Russian Federation', 'Male', 'Schnittke')",#VALUE!,Schnittke,,,"Schnittke, "
Schnyder,1961,,Switzerland,Male,Schnyder,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Schnyder', 1961, 'Switzerland', 'Male', 'Schnyder')",#VALUE!,Schnyder,,,"Schnyder, "
SchoenbergA,1874,1951,Austria,Male,SchoenbergA,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('SchoenbergA', 1874, 1951, 'Austria', 'Male', 'SchoenbergA')",#VALUE!,SchoenbergA,,,"SchoenbergA, "
Schreier,1979,,Germany,Male,Schreier,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Schreier', 1979, 'Germany', 'Male', 'Schreier')",#VALUE!,Schreier,,,"Schreier, "
Schreker,1878,1934,Austria,Male,Schreker Franz,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Schreker', 1878, 1934, 'Austria', 'Male', 'Schreker Franz')",#VALUE!,Schreker,Franz,,"Schreker, Franz"
Schubert,1797,1828,Austria,Male,Schubert Ferdinand ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Schubert', 1797, 1828, 'Austria', 'Male', 'Schubert Ferdinand ')",#VALUE!,Schubert,Ferdinand,,"Schubert, Ferdinand"
Schultz,1747,1800,Germany,Male,Schultz Svend ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Schultz', 1747, 1800, 'Germany', 'Male', 'Schultz Svend ')",#VALUE!,Schultz,Svend,,"Schultz, Svend"
Schulze,1964,,Germany,Male,Schulze,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Schulze', 1964, 'Germany', 'Male', 'Schulze')",#VALUE!,Schulze,,,"Schulze, "
Schumann,1810,1856,Germany,Male,Schumann Robert ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Schumann', 1810, 1856, 'Germany', 'Male', 'Schumann Robert ')",#VALUE!,Schumann,Robert,,"Schumann, Robert"
SchwartzP,1956,,United States of America,Male,SchwartzP,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('SchwartzP', 1956, 'United States of America', 'Male', 'SchwartzP')",#VALUE!,SchwartzP,,,"SchwartzP, "
SchweitzerB,1973,,Germany,Male,SchweitzerB,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('SchweitzerB', 1973, 'Germany', 'Male', 'SchweitzerB')",#VALUE!,SchweitzerB,,,"SchweitzerB, "
Schwemmer,1961,,Germany,Male,Schwemmer,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Schwemmer', 1961, 'Germany', 'Male', 'Schwemmer')",#VALUE!,Schwemmer,,,"Schwemmer, "
Sciarrino,1947,,Italy,Male,Sciarrino Salvatore,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Sciarrino', 1947, 'Italy', 'Male', 'Sciarrino Salvatore')",#VALUE!,Sciarrino,Salvatore,,"Sciarrino, Salvatore"
Sciortino,1984,,Italy,Male,Sciortino,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Sciortino', 1984, 'Italy', 'Male', 'Sciortino')",#VALUE!,Sciortino,,,"Sciortino, "
Sedelnikov,1944,2012,Russian Federation,Male,Sedelnikov,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Sedelnikov', 1944, 2012, 'Russian Federation', 'Male', 'Sedelnikov')",#VALUE!,Sedelnikov,,,"Sedelnikov, "
Seglias,1984,,Greece,Male,Seglias,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Seglias', 1984, 'Greece', 'Male', 'Seglias')",#VALUE!,Seglias,,,"Seglias, "
Sekles,1872,1934,Germany,Male,Sekles Bernhard,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Sekles', 1872, 1934, 'Germany', 'Male', 'Sekles Bernhard')",#VALUE!,Sekles,Bernhard,,"Sekles, Bernhard"
Selamsis Kornilios,1981,,Greece,Male,Selamsis Kornilios,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Selamsis Kornilios', 1981, 'Greece', 'Male', 'Selamsis Kornilios')",#VALUE!,Selamsis,Kornilios,,"Selamsis, Kornilios"
Selmeczi,1952,,Hungary,Male,Selmeczi,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Selmeczi', 1952, 'Hungary', 'Male', 'Selmeczi')",#VALUE!,Selmeczi,,,"Selmeczi, "
Sergunin Alexander,1988,,Russian Federation,Male,Sergunin Alexander,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Sergunin Alexander', 1988, 'Russian Federation', 'Male', 'Sergunin Alexander')",#VALUE!,Sergunin,Alexander,,"Sergunin, Alexander"
Serksnyte,1975,,Lithuania,Female,Serksnyte,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Serksnyte', 1975, 'Lithuania', 'Female', 'Serksnyte')",#VALUE!,Serksnyte,,,"Serksnyte, "
Serrano,1873,1941,Spain,Male,Serrano ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Serrano', 1873, 1941, 'Spain', 'Male', 'Serrano ')",#VALUE!,Serrano,,,"Serrano, "
Shankar,1920,2012,India,Male,Shankar,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Shankar', 1920, 2012, 'India', 'Male', 'Shankar')",#VALUE!,Shankar,,,"Shankar, "
Sharav,1952,,Mongolia,Male,Sharav,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Sharav', 1952, 'Mongolia', 'Male', 'Sharav')",#VALUE!,Sharav,,,"Sharav, "
