,composer,year_birth,year_death,place_birth,place_death,clean_name,c_birth
1601,"Bartók, Béla",1881.0,1945.0,nagyszentmiklós,new,"Bartók, Béla",Romania
1602,"Bartolozzi, Bruno",1911.0,1980.0,firenze,fiesole,"Bartolozzi, Bruno",Italy
1603,"Bartos, Frantisek",1905.0,1973.0,brnenec,praha,"Bartos, Frantisek",Czechia
1604,"Bartos, Jan Zdenek",1908.0,1981.0,dvor,praha,"Bartos, Jan Zdenek",Croatia
1608,"Baseggio {Basseggio], Lorenzo",1660.0,1714.0,,,"Baseggio {Basseggio, Lorenzo",Thailand
1610,"Baselt, Fritz (Friedrich Gustav Otto)",1863.0,1931.0,öls,frankfurt,"Baselt, Fritz",Poland
1616,"Basevi, Abramo",1818.0,1885.0,livorno,firenze,"Basevi, Abramo",Italy
1618,"Basili [Basilii, Basilj, Basily], Francesco",1767.0,1850.0,loreto,roma,"Basili, Francesco",Mexico
1631,"Basner, Veniamin (Efimovich)",1925.0,1925.0,yaroslavl,yaroslavl,"Basner, Veniamin",Russia
1635,"Bassani [Bassano, Bassiani], Giovanni Battista",1647.0,1716.0,padova,bergamo,"Bassani, Giovanni Battista",Italy
1644,"Bastianelli, Giannotto",1883.0,1927.0,san,tunis,"Bastianelli, Giannotto",USA
1645,"Baszny [Baschny], Józef",,1862.0,,lvov,"Baszny, Józef",Thailand
1649,"Bates, William [Jack Catch]",,,,,"Bates, William",Thailand
1659,"Bath, Hubert",1883.0,1945.0,barnstaple,harefield,"Bath, Hubert",UK
1665,"Bati, Luca",1550.0,1608.0,firenze,firenze,"Bati, Luca",Italy
1666,"Battishill, Jonathan",1738.0,1801.0,london,islington,"Battishill, Jonathan",UK
1668,"Battistini, Giacomo",1665.0,1719.0,,novara,"Battistini, Giacomo",Thailand
1670,"Batton, Désiré-Alexandre",1798.0,1855.0,paris,versailles,"Batton, Désiré-Alexandre",France
1677,"Bauld, Alison (Margaret)",1944.0,1944.0,sydney,sydney,"Bauld, Alison",Australia
1678,"Baumann, Max Georg",1917.0,1999.0,kronach,berlin,"Baumann, Max Georg",Germany
1681,"Baumgarten, Karl [Carl] Friedrich",1740.0,1824.0,lübeck,london,"Baumgarten, Karl Friedrich",Germany
1683,"Baussnern [Bausznern], Waldemar von",1866.0,1931.0,berlin,potsdam,"Baussnern, Waldemar von",Germany
1689,"Bautista, Julián",1901.0,1961.0,madrid,buenos,"Bautista, Julián",Spain
1690,"Bayer, Josef [Joseph]",1852.0,1913.0,wien,wien,"Bayer, Josef",Austria
1696,"Bazin, François(-Emmanuel-Joseph)",1816.0,1878.0,marseilles,paris,"Bazin, François",France
1704,"Bázlik, Miroslav",1931.0,1931.0,partizánská,partizánská,"Bázlik, Miroslav",Slovakia
1705,"Bazzini, Antonio",1818.0,1897.0,brescia,milano,"Bazzini, Antonio",Italy
1706,Beach [,1867.0,1944.0,henniker,new,Beach,USA
1707,"Beach, John Parsons",1877.0,1953.0,gloversville,pasadena,"Beach, John Parsons",USA
1708,"Beaulieu [Martin, Martin-Beaulieu], (Marie-)Désiré",1791.0,1863.0,paris,niort,"Beaulieu, Désiré",France
1714,"Beaumarchais [Caron], Pierre-Augustin [Caron de]",1732.0,1799.0,paris,paris,"Beaumarchais, Pierre-Augustin",France
1715,"Beauvarlet-Charpentier, Jacques-Marie",1766.0,1834.0,lyon,paris,"Beauvarlet-Charpentier, Jacques-Marie",France
1716,"Bécaud [Silly, François], Gilbert",1927.0,1927.0,toulon,toulon,"Bécaud, Gilbert",France
1717,"Becerra(-Schmidt), Gustavo",1925.0,1925.0,temuco,temuco,"Becerra, Gustavo",Chile
1720,"Bechgaard, Julius",1843.0,1917.0,københavn,københavn,"Bechgaard, Julius",Denmark
1722,"Beck, Franz [François] Ignaz",1734.0,1809.0,mannheim,bordeaux,"Beck, Franz Ignaz",Germany
1728,"Becker, Albert (Ernst Anton)",1834.0,1899.0,quedlinburg,berlin,"Becker, Albert",Germany
1729,"Becker, Constantin Julius",1811.0,1859.0,freiberg,oberlössnitz,"Becker, Constantin Julius",Germany
1730,"Becker, John J(oseph)",1886.0,1961.0,henderson,wilmette,"Becker, John J",USA
1733,"Beckmann, Johann Friedrich Gottlieb",1737.0,1792.0,celle,celle,"Beckmann, Johann Friedrich Gottlieb",Germany
1734,"Beckwith, John",1927.0,1927.0,victoria,victoria,"Beckwith, John",Australia
1736,Béclard d'Harcourt [,,,née,née,Béclard dHarcourt,
1738,"Bedford, David (Vickerman)",1937.0,1937.0,london,london,"Bedford, David",UK
1740,"Bedford, Herbert",1867.0,1945.0,london,london,"Bedford, Herbert",UK
1741,"Beecke, (Notger) Ignaz (Franz) von",1733.0,1803.0,wimpfen,wallerstein,"Beecke, Ignaz von",
1749,"Beecroft, Norma",1934.0,1934.0,oshawa,oshawa,"Beecroft, Norma",Canada
1751,"Beer-Walbrunn, Anton",1864.0,1929.0,kohlberg,münchen,"Beer-Walbrunn, Anton",USA
1754,"Beeson, Jack (Hamilton)",1921.0,1921.0,muncie,muncie,"Beeson, Jack",USA
1761,"Beethoven, Ludwig van",1770.0,1827.0,bonn,wien,"Beethoven, Ludwig van",Germany
1764,"Beffroy de Reigny, Louis-Abel",1757.0,1811.0,cousin,paris,"Beffroy de Reigny, Louis-Abel",USA
1796,"Behm, Eduard",1862.0,1946.0,szczecin,bad,"Behm, Eduard",Poland
1799,"Behrend, (Gustav) Fritz",1889.0,1972.0,berlin,berlin,"Behrend, Fritz",Germany
1810,"Beilschmidt, Curt",1886.0,1962.0,magdeburg,leipzig,"Beilschmidt, Curt",Germany
1812,"Bekku, Sadao",1922.0,1922.0,tokyo,tokyo,"Bekku, Sadao",Japan
1815,"Bell, W(illiam) H(enry)",1873.0,1946.0,st,gordon,"Bell, W H",USA
1819,"Bella, Ján Levoslav [Johann Leopold]",1843.0,1936.0,liptovský,bratislava,"Bella, Ján Levoslav",Slovakia
1821,"Belli, Domenico",1590.0,1627.0,,firenze,"Belli, Domenico",Thailand
1823,"Bellini, Vincenzo (Salvatore Carmelo Francesco)",1801.0,1835.0,catania,puteaux,"Bellini, Vincenzo",Italy
1834,"Bemberg, Herman",1859.0,1931.0,paris,berne,"Bemberg, Herman",France
1836,"Benatzky, Ralph [Rudolf Josef Frantisek]",1884.0,1957.0,moravské,zürich,"Benatzky, Ralph",Czechia
1845,"Bencini, Giuseppe",,,,,"Bencini, Giuseppe",Thailand
1846,"Benda, Friedrich (Wilhelm Heinrich)",1745.0,1814.0,potsdam,potsdam,"Benda, Friedrich",Germany
1849,"Benda, Friedrich Ludwig",1752.0,1792.0,gotha,königsberg,"Benda, Friedrich Ludwig",Germany
1854,"Benda, Georg (Anton) [Jirí Antonín]",1722.0,1795.0,staré,köstritz,"Benda, Georg",Slovakia
1868,"Bendl, Karel [Karl]",1838.0,1897.0,praha,praha,"Bendl, Karel",Czechia
1881,Benedict,,,sir,sir,Benedict,USA
1890,"Benelli, Antonio Peregrino [Pellegrino]",1771.0,1830.0,forli,börnichau,"Benelli, Antonio Peregrino",Italy
1891,"Benincori, Angelo Maria",1779.0,1821.0,brescia,belleville,"Benincori, Angelo Maria",Italy
1898,"Benjamin, Arthur",1893.0,1960.0,sydney,london,"Benjamin, Arthur",Australia
1903,"Bennett, Richard Rodney",1936.0,2012.0,broadstairs,new,"Bennett, Richard Rodney",UK
1908,"Bennett, Robert Russell",1894.0,1981.0,kansas,new,"Bennett, Robert Russell",USA
1911,"Benoist, François",1794.0,1878.0,nantes,paris,"Benoist, François",France
1913,"Benoît, Camille",1851.0,1923.0,roanne,paris,"Benoît, Camille",France
1914,"Benoît, Peter (Léopold Léonard)",1834.0,1901.0,harlebeke,antwerpen,"Benoît, Peter",Belgium
1924,"Bentoiu, Pascal",1927.0,1927.0,bucuresti,bucuresti,"Bentoiu, Pascal",Romania
1927,"Bentzon, Jørgen (Liebenberg)",1897.0,1951.0,københavn,hørsholm,"Bentzon, Jørgen",Denmark
1928,"Bentzon, Niels Viggo",1919.0,2000.0,københavn,københavn,"Bentzon, Niels Viggo",Denmark
1930,"Benvenuti, Giacomo",1885.0,1943.0,toscolano,barbarano,"Benvenuti, Giacomo",
1931,"Benvenuti, Nicola [Niccolino]",1783.0,1867.0,pisa,pisa,"Benvenuti, Nicola",Italy
1933,"Benvenuti, Tommasso",1838.0,1906.0,cavarzere,roma,"Benvenuti, Tommasso",Italy
1940,"Berens, (Johann) Hermann",1826.0,1880.0,hamburg,stockholm,"Berens, Hermann",Germany
1945,"Berezovsky, Maxim [Maximus] (Sozontovich)",1745.0,1777.0,glukhov,st,"Berezovsky, Maxim",Ukraine
1946,"Berezowsky [Berezovsky], Nicolai [Nikolay] (Tikhonovich)",1900.0,1953.0,st,new,"Berezowsky, Nicolai",USA
1947,"Berg, Alban (Maria Johannes)",1885.0,1935.0,wien,wien,"Berg, Alban",Austria
1950,"Berg, George [Georg?]",1735.0,1775.0,,london,"Berg, George",Thailand
1951,"Berg, Josef",1927.0,1971.0,brno,brno,"Berg, Josef",Czechia
1959,"Berg [Rexroth-Berg], (Carl) Natanael",1879.0,1957.0,stockholm,stockholm,"Berg, Natanael",Sweden
1965,"Berger, Francesco",1834.0,1933.0,london,london,"Berger, Francesco",UK
1966,"Berggreen, Andreas Peter",1801.0,1880.0,københavn,københavn,"Berggreen, Andreas Peter",Denmark
1967,"Bergh, Arthur",1882.0,1962.0,st,at,"Bergh, Arthur",USA
1972,"Bergiron [Bergiron de Briou], Nicolas-Antoine,",1690.0,1768.0,seigneur,lyon,"Bergiron, Nicolas-Antoine,",
1987,"Bergman, Erik",1911.0,2006.0,nykarleby,helsinki,"Bergman, Erik",Finland
1988,"Bergsma, William (Laurence)",1921.0,1994.0,oakland,seattle,"Bergsma, William",USA
1991,"Bergson [Bergsohn], Michal",1820.0,1898.0,warszawa,london,"Bergson, Michal",Poland
1994,"Bergt, (Christian Gottlob) August",1771.0,1837.0,oederan,bautzen,"Bergt, August",Germany
1996,"Berio, Luciano",1925.0,2003.0,oneglia,roma,"Berio, Luciano",Italy
2013,Berkeley,,,sir,sir,Berkeley,USA
2017,"Berlijn [Wolf, Aron], Anton",1817.0,1870.0,amsterdam,amsterdam,"Berlijn, Anton",Netherlands
2022,"Berlioz, Gabriel Pierre",1916.0,1916.0,paris,paris,"Berlioz, Gabriel Pierre",France
2023,"Berlioz, (Louis-)Hector",1803.0,1869.0,la,paris,"Berlioz, Hector",USA
2031,"Bernabei [Barnabei], Ercole",1622.0,1622.0,caprarola,caprarola,"Bernabei, Ercole",Italy
2034,"Bernabei [Barnabei], Giuseppe Antonio",1649.0,1732.0,roma,münchen,"Bernabei, Giuseppe Antonio",Italy
2049,"Bernal Jiménez, Miguel",1910.0,1956.0,morelia,león,"Bernal Jiménez, Miguel",Mexico
2050,"Bernard, Moritz (Matvey)",1794.0,1871.0,jelgava,st,"Bernard, Moritz",Latvia
2051,"Bernard, Robert",1900.0,1971.0,génève,paris,"Bernard, Robert",Switzerland
2054,"Bernardi, Bartolomeo",1660.0,1732.0,bologna,københavn,"Bernardi, Bartolomeo",Italy
2057,"Bernardini, Marcello Marcello da Capua",1740.0,1799.0,capua,,"Bernardini, Marcello Marcello da Capua",Italy
2071,"Bernasconi, Andrea",1706.0,1784.0,marseilles,münchen,"Bernasconi, Andrea",France
2096,"Berners,",,,sir,sir,"Berners,",USA
2098,"Bernhard, Christoph",1628.0,1692.0,kolbrzeg,dresden,"Bernhard, Christoph",Poland
2099,"Bernstein, Leonard",1918.0,1918.0,lawrence,lawrence,"Bernstein, Leonard",USA
2106,"Berry, Wallace (Taft)",1928.0,1928.0,la,la,"Berry, Wallace",USA
2107,"Bersa, Blagoje",1873.0,1934.0,ragusa,zagreb,"Bersa, Blagoje",Italy
2109,"Berson, Seweryn",1858.0,1917.0,nowy,lvov,"Berson, Seweryn",
2111,"Bertali [Bertalli, Berthali, Bartali, Barthali, Bertaldi], Antonio",1605.0,1669.0,verona,wien,"Bertali, Antonio",Italy
2122,"Berté, Emil,",1898.0,1968.0,jr,,"Berté, Emil,",
2124,"Berté, Heinrich [Harry]",1857.0,1924.0,hlohovec,perchtoldsdorf,"Berté, Heinrich",Slovakia
2133,"Bertha, Sándor",1843.0,1843.0,pest,pest,"Bertha, Sándor",USA
2134,"Bertin, Louise(-Angélique)",1805.0,1877.0,les,paris,"Bertin, Louise",USA
2138,"Bertin de la Doué, Thomas",1680.0,1745.0,paris,paris,"Bertin de la Doué, Thomas",France
2143,"Bertini, (Benoît-)Auguste",1780.0,1830.0,lyon,london,"Bertini, Auguste",France
2144,"Bertini, Domenico",1829.0,1890.0,lucca,firenze,"Bertini, Domenico",Italy
2145,"Berton, Henri [François]",1784.0,1832.0,paris,paris,"Berton, Henri",France
2152,"Berton, Henri-Montan",1767.0,1844.0,paris,paris,"Berton, Henri-Montan",France
2201,"Berton, Pierre-Montan",,,,,"Berton, Pierre-Montan",Thailand
2208,"Bertoni, Ferdinando Gioseffo (Gasparo)",1725.0,1813.0,salò,desenzano,"Bertoni, Ferdinando Gioseffo",Italy
2260,"Berutti [Beruti], Arturo",1862.0,1938.0,san,buenos,"Berutti, Arturo",USA
2269,"Berutti, Pablo",1866.0,1914.0,san,buenos,"Berutti, Pablo",USA
2271,"Berwald, Franz (Adolf)",1796.0,1868.0,stockholm,stockholm,"Berwald, Franz",Sweden
2283,"Berwald, Johan Fredrik [Johann Friedrich]",1787.0,1861.0,stockholm,stockholm,"Berwald, Johan Fredrik",Sweden
2285,"Berwald, William [Wilhelm]",1864.0,1948.0,schwerin,loma,"Berwald, William",Germany
2286,"Besozzi, Alessandro",,,,,"Besozzi, Alessandro",Thailand
2288,"Béthizy, Jean Laurent de",1709.0,1781.0,paris,longwy,"Béthizy, Jean Laurent de",France
2289,"Bettinelli, Bruno",1913.0,2004.0,milano,milano,"Bettinelli, Bruno",Italy
2292,"Betts, Lorne",1918.0,1985.0,winnipeg,hamilton,"Betts, Lorne",Canada
2294,"Beversdorf, Thomas",1924.0,1981.0,yoakum,bloomington,"Beversdorf, Thomas",USA
2296,"Bevignani, Enrico",1841.0,1903.0,napoli,napoli,"Bevignani, Enrico",USA
2297,"Beyer, Johanna Magdalena",1888.0,1944.0,leipzig,new,"Beyer, Johanna Magdalena",Germany
2298,"Biaggi, Girolamo Alessandro",1819.0,1897.0,calcio,firenze,"Biaggi, Girolamo Alessandro",Italy
2300,"Bial, Rudolf",1834.0,1881.0,habelschwerdt,new,"Bial, Rudolf",Poland
2301,"Bialas, Günter",1907.0,1995.0,bielschowitz,glonn,"Bialas, Günter",Poland
2304,"Bianchi, Antonio",1758.0,1817.0,milano,,"Bianchi, Antonio",USA
2306,"Bianchi, [Giuseppe] Francesco",1752.0,1810.0,cremona,hammersmith,"Bianchi, Francesco",Italy
2408,"Bibalo [Bibalitsch], Antonio (Gino)",1922.0,,trieste,,"Bibalo, Antonio",Italy
2410,"Biber, Heinrich (Ignaz Franz von)",1644.0,1704.0,wartenberg,salzburg,"Biber, Heinrich",Germany
2413,"Biechteler, Ignatius",1701.0,1767.0,obergünzburg,wiblingen,"Biechteler, Ignatius",Germany
2414,"Biego, Paolo",,,,,"Biego, Paolo",Thailand
2417,"Bierey, Gottlob Benedikt",1772.0,1840.0,dresden,wroclaw,"Bierey, Gottlob Benedikt",Germany
2423,"Bijvanck, Henk",1909.0,1969.0,kudus,heemsted,"Bijvanck, Henk",Indonesia
2424,"Bimboni, Alberto",1882.0,1960.0,firenze,new,"Bimboni, Alberto",Italy
2428,"Binder, Abraham Wolfe",1895.0,1966.0,new,new,"Binder, Abraham Wolfe",USA
2429,"Binder, Karl [Carl]",1816.0,1860.0,wien,wien,"Binder, Karl",Austria
2441,"Binet, Jean",1893.0,1960.0,génève,trélex,"Binet, Jean",Switzerland
2442,"Bingham, Seth (Daniels)",1882.0,1972.0,bloomfield,new,"Bingham, Seth",USA
2443,"Binicki, Stanislav",1872.0,1942.0,jasika,beograd,"Binicki, Stanislav",Herzegovina
2444,"Bioni, Antonio",1698.0,1739.0,venezia,,"Bioni, Antonio",Italy
2478,"Bird, Arthur",1856.0,1856.0,belmont,belmont,"Bird, Arthur",USA
2479,"Biriukov, Yuri",1908.0,1976.0,moskva,moskva,"Biriukov, Yuri",Russia
2481,"Birnbach, Karl Joseph",1751.0,1805.0,köpernick,warszawa,"Birnbach, Karl Joseph",Germany
2482,"Birtwistle,",,,sir,sir,"Birtwistle,",USA
2487,"Bishop,",,,sir,sir,"Bishop,",USA
2574,"Bisquertt, Prospero",1881.0,1959.0,santiago,santiago,"Bisquertt, Prospero",Chile
2575,"Bitti, Martino",1655.0,1743.0,genova,firenze,"Bitti, Martino",Italy
2578,"Bittner, Julius",1874.0,1939.0,wien,wien,"Bittner, Julius",Austria
2593,"Bizet, [Alexandre-César-Léopold] Georges",1838.0,1875.0,paris,bougival,"Bizet, Georges",France
2606,"Bjelinski, Bruno",1909.0,1992.0,trieste,zagreb,"Bjelinski, Bruno",Italy
2612,"Björlin, (Mats) Ulf (Stefan)",1833.0,1833.0,stockholm,stockholm,"Björlin, Ulf",Sweden
2613,"Blacher, Boris",1903.0,1975.0,newchwang,berlin,"Blacher, Boris",China
2626,"Blahetka, Marie Léopoldine",1811.0,1887.0,guntramsdorf,boulogne,"Blahetka, Marie Léopoldine",Austria
2627,"Blainville, Charles Henri de",1710.0,1770.0,rouen,paris,"Blainville, Charles Henri de",France
2628,"Blaise, Adolfe Benoit",,1772.0,,paris,"Blaise, Adolfe Benoit",Thailand
2629,"Blake, David (Leonard)",1936.0,1936.0,london,london,"Blake, David",UK
2632,"Blanchard, Henri-Louis",1791.0,1858.0,bordeaux,paris,"Blanchard, Henri-Louis",France
2636,"Blangini, (Giuseppe Marco Maria) Felice",1781.0,1841.0,torino,paris,"Blangini, Felice",Italy
2667,"Blank, Allan",1925.0,1925.0,new,new,"Blank, Allan",USA
2670,"Blanter, Matvey (Isaakovich)",1903.0,1903.0,pochep,pochep,"Blanter, Matvey",Russia
2671,"Blaramberg, Pavel (Ivanovich)",1841.0,1907.0,orenburg,nice,"Blaramberg, Pavel",Russia
2676,"Blasius, (Mathieu-)Frédéric [Matthäus]",1758.0,1829.0,lauterbourg,versailles,"Blasius, Frédéric",France
2681,"Blatný, Pavel",1931.0,1931.0,brno,brno,"Blatný, Pavel",Czechia
2682,"Blavet, Michel",1700.0,1768.0,besançon,paris,"Blavet, Michel",France
2684,"Blazek, Zdenek",1905.0,1974.0,zarosice,brno,"Blazek, Zdenek",Czechia
2685,"Blech, Leo",1871.0,1958.0,aachen,berlin,"Blech, Leo",Germany
2693,"Bleichmann, Yuli",1868.0,1910.0,st,st,"Bleichmann, Yuli",USA
2695,"Blewitt, Jonathan",1782.0,1853.0,london,london,"Blewitt, Jonathan",UK
2709,"Bleyle, Karl",1880.0,1969.0,feldkirch,stuttgart,"Bleyle, Karl",Austria
2711,"Bliss,",,,sir,sir,"Bliss,",USA
2714,"Blitzstein, Marc",1905.0,1964.0,philadelphia,fort,"Blitzstein, Marc",USA
2728,"Bloch, André",1873.0,1960.0,wissembourg,viry,"Bloch, André",France
2732,"Bloch, Augustyn (Hipolit)",1929.0,1929.0,grudziadz,grudziadz,"Bloch, Augustyn",Poland
2734,"Bloch, Ernest",1880.0,1959.0,génève,portland,"Bloch, Ernest",Switzerland
2735,"Blockx, Jan",1851.0,1912.0,antwerpen,kapellenbos,"Blockx, Jan",Belgium
2744,"Blodek, Vilém [Wilhelm]",1834.0,1874.0,praha,praha,"Blodek, Vilém",Czechia
2748,"Blomdahl, Karl-Birger",1916.0,1968.0,växjö,kungsängen,"Blomdahl, Karl-Birger",Sweden
2751,"Blon, Franz von",1861.0,1945.0,berlin,seilershof,"Blon, Franz von",Germany
2753,"Blondeau, Pierre-Auguste-Louis",1784.0,1865.0,paris,paris,"Blondeau, Pierre-Auguste-Louis",France
2756,"Blow, John",1649.0,1649.0,newark,newark,"Blow, John",USA
2757,"Blum [Moritz, Karl], Robert",1900.0,1994.0,zürich,bellikon,"Blum, Robert",Switzerland
2761,"Blumenfeld, Harold",1923.0,1923.0,seattle,seattle,"Blumenfeld, Harold",USA
2767,"Blumer, Theodor",1881.0,1964.0,dresden,berlin,"Blumer, Theodor",Germany
2770,"Boccherini, (Ridolfo) Luigi",1743.0,1805.0,lucca,madrid,"Boccherini, Luigi",Italy
2771,"Bochsa, (Robert-)Nicolas-Charles",1789.0,1856.0,montmédi,sydney,"Bochsa, Nicolas-Charles",
2779,"Böcklin von Böcklinsau, Franz Friedrich Siegmund August von,",1745.0,1813.0,reichsfreiherr,ettenheim,"Böcklin von Böcklinsau, Franz Friedrich Siegmund August von,",
2786,"Boeck, August de",1865.0,1937.0,merchtem,merchtem,"Boeck, August de",Belgium
2791,"Boero, Felipe",1884.0,1958.0,buenos,buenos,"Boero, Felipe",Argentina
2800,"Boesmans, Philippe",1936.0,1936.0,tongeren,tongeren,"Boesmans, Philippe",Belgium
2801,"Boësset, Jean-Baptiste (de),",1614.0,1685.0,sieur,paris,"Boësset, Jean-Baptiste,",Canada
2802,"Bogatïryev, Anatoly (Vasilyevich)",1913.0,2003.0,vitebsk,,"Bogatïryev, Anatoly",Belarus
2804,"Bogdanov-Berezovsky, Valerian (Mikhaylovich)",1903.0,1971.0,starozhilovka,moskva,"Bogdanov-Berezovsky, Valerian",Russia
2808,"Boguslawski, Edward",1940.0,1940.0,chorzów,chorzów,"Boguslawski, Edward",Poland
2810,"Bohác, Josef",1929.0,1929.0,wien,wien,"Bohác, Josef",Austria
2814,"Böhner, (Johann) Ludwig [Louis]",1787.0,1860.0,töttelstadt,gotha,"Böhner, Ludwig",Germany
2815,"Boïeldieu, (François-)Adrien",1775.0,1834.0,rouen,jarcy,"Boïeldieu, Adrien",France
2856,"Boieldieu, (Adrien-)Louis(-Victor)",1815.0,1883.0,paris,quincy,"Boieldieu, Louis",France
2867,"Boismortier, Joseph Bodin de",1689.0,1755.0,thionville,roissy,"Boismortier, Joseph Bodin de",France
2871,"Boïto, Arrigo [Enrico]",1842.0,1918.0,padova,milano,"Boïto, Arrigo",Italy
2873,"Bolcom, William (Elden)",1938.0,1938.0,seattle,seattle,"Bolcom, William",USA
2879,"Boldemann, Laci",1921.0,1969.0,helsinki,münchen,"Boldemann, Laci",Finland
2882,"Bolzoni, Giovanni",1841.0,1919.0,parma,torino,"Bolzoni, Giovanni",Italy
2887,"Boman, Petter Conrad",1804.0,1861.0,stockholm,stockholm,"Boman, Petter Conrad",Sweden
2889,"Bon, Willem Frederik",1940.0,1983.0,amersfoort,nijeholtpade,"Bon, Willem Frederik",Netherlands
2890,"Bond, Victoria",1945.0,1945.0,los,los,"Bond, Victoria",USA
2891,"Bondeville, Emmanuel (Pièrre Georges) de",1898.0,1987.0,rouen,paris,"Bondeville, Emmanuel de",France
2894,"Bondon, Jacques (Laurent Jules Désiré)",1927.0,1927.0,boulbon,boulbon,"Bondon, Jacques",France
2899,"Bonfichi, Paolo",1769.0,1840.0,livraga,lodi,"Bonfichi, Paolo",Italy
2900,"Boni, (Pietro Giuseppe) Gaetano",,,,,"Boni, Gaetano",Thailand
2902,"Bonini, Francesco",,,roma,,"Bonini, Francesco",Italy
2903,"Boniventi [Bonevente, Bonavente, Beneventi], Giuseppe",1670.0,1727.0,venezia,venezia,"Boniventi, Giuseppe",Italy
2917,"Bonner, Eugene Macdonald",1889.0,1889.0,washington,washington,"Bonner, Eugene Macdonald",USA
2922,"Bonno [Bon, Bonno], Giuseppe [Josephus, Josef] (Johannes Baptizta)",1711.0,1788.0,wien,wien,"Bonno, Giuseppe",Austria
2951,"Bononcini, Antonio Maria",1677.0,1726.0,modena,modena,"Bononcini, Antonio Maria",Italy
2964,"Bononcini, Giovanni",1670.0,1747.0,modena,wien,"Bononcini, Giovanni",Italy
3031,"Bontempi [Angelini, Angelini-Bontempi], Giovanni Andrea",1624.0,1705.0,perugia,brufa,"Bontempi, Giovanni Andrea",Italy
3035,"Boom, Johan [Jan] van",1807.0,1872.0,utrecht,stockholm,"Boom, Johan van",Netherlands
3036,"Borch, Gaston Louis Christopher",1871.0,1926.0,guines,stockholm,"Borch, Gaston Louis Christopher",France
3037,"Borck, Edmund von",1906.0,1944.0,wroclaw,nettuno,"Borck, Edmund von",Poland
3038,"Bordes, Charles (Marie Anne)",1863.0,1909.0,la,toulon,"Bordes, Charles",USA
3039,"Bordewijk-Roepman, Johanna (Suzanna Hendrina)",1892.0,1971.0,rotterdam,gravenhage,"Bordewijk-Roepman, Johanna",Netherlands
3040,"Boretti, Giovanni Antonio",1640.0,1672.0,roma,venezia,"Boretti, Giovanni Antonio",Italy
3048,"Borghese [Borghesi, Borghesy],  Antonio D. R.",,,roma,,"Borghese, Antonio D. R.",Italy
3051,"Borghi, Giovanni Battista",1738.0,1796.0,camerino,loreto,"Borghi, Giovanni Battista",Italy
3065,"Borgström, Hjalmar",1864.0,1925.0,christiania,oslo,"Borgström, Hjalmar",Denmark
3067,"Borkovec, Pavel",1894.0,1972.0,praha,praha,"Borkovec, Pavel",Czechia
3069,"Borkowski, Bohdan",1852.0,1901.0,teczynek,warszawa,"Borkowski, Bohdan",Poland
3071,"Borlenghi, Enzo",1908.0,1908.0,riva,riva,"Borlenghi, Enzo",USA
3072,"Bornschein, Franz Carl",1879.0,1948.0,baltimore,baltimore,"Bornschein, Franz Carl",USA
3073,"Borodin, Alexander Porfir'yevich",1833.0,1887.0,os,os,"Borodin, Alexander Porfiryevich",
3076,"Boroni [Baroni, Borroni, Buroni, Burroni], Antonio",1738.0,1792.0,roma,roma,"Boroni, Antonio",Italy
3095,"Borowski, Felix",1872.0,1956.0,burton,chicago,"Borowski, Felix",USA
3096,"Børresen, (Aksel Ejnar) Hakon",1876.0,1954.0,københavn,københavn,"Børresen, Hakon",Denmark
3098,"Borri [Borzio?], Carlo",,,,,"Borri, Carlo",Thailand
3099,"Borris, Siegfried",1906.0,1987.0,berlin,berlin,"Borris, Siegfried",Germany
3103,"Bortkiewicz [Bortkievich], Sergei (Eduardovich)",1877.0,1952.0,kharkov,wien,"Bortkiewicz, Sergei",Ukraine
3104,"Bortnyansky, Dmitry (Stepanovich)",1751.0,1825.0,glukhov,st,"Bortnyansky, Dmitry",Ukraine
