,composer,year_birth,year_death,place_birth,place_death,clean_name
22152,"Saminsky, Lazare",1882.0,1959.0,vale,port,"Saminsky, Lazare"
22155,"Sammartini [St Martin; San Martini; San Martino; Martini; Martino], Giovanni Battista",1700.0,1775.0,milano,milano,"Sammartini, Giovanni Battista"
22159,"Sammartini [St Martini; San Martini; San Martino; Martini; Martino], Giuseppe [Gioseffo] (Francesco Gaspare Melchiore Baldassare)",1695.0,1750.0,milano,london,"Sammartini, Giuseppe"
22160,"Samuel, Adolphe(-Abraham)",1824.0,1898.0,liège,ghent,"Samuel, Adolphe"
22165,"Samuel, Léopold",1883.0,1975.0,bruxelles,bruxelles,"Samuel, Léopold"
22167,"Samuel-Holeman, Eugène",1863.0,1942.0,schaerbeck,etterbeck,"Samuel-Holeman, Eugène"
22168,"Samuel-Rousseau [Rousseau], Marcel (Louis Auguste)",1882.0,1955.0,paris,paris,"Samuel-Rousseau, Marcel"
22172,"Sances [Sancies; Sanci; Sanes], Giovanni Felice",1600.0,1679.0,roma,wien,"Sances, Giovanni Felice"
22178,"Sánchez de Fuentes, Eduardo",1874.0,1944.0,habana,habana,"Sánchez de Fuentes, Eduardo"
22183,"Sandby, Hermann",1881.0,1965.0,kundby,københavn,"Sandby, Hermann"
22184,"Sander, F. [J.] S.",1760.0,1796.0,cechy,berlin,"Sander, F. S."
22187,"Sandi, Luis",1905.0,1996.0,méxico,méxico,"Sandi, Luis"
22189,"Sandoni, Pietro Giuseppe",1685.0,1748.0,bologna,bologna,"Sandoni, Pietro Giuseppe"
22192,"Sandström, Sven-David",1942.0,1942.0,borensberg,borensberg,"Sandström, Sven-David"
22197,"Sanmartini [San Martino; Sammartini], Pietro",1636.0,1701.0,firenze,firenze,"Sanmartini, Pietro"
22199,"Sanromano, Carlo Giuseppe",1630.0,1680.0,milano,milano,"Sanromano, Carlo Giuseppe"
22200,"Santoliquido, Francesco",1883.0,1971.0,s,anacapri,"Santoliquido, Francesco"
22204,"Santorini, Lorenz",,1763.0,venezia,,"Santorini, Lorenz"
22206,"Santos, Luciano Xavier dos",1734.0,1808.0,lisboa,lisboa,"Santos, Luciano Xavier dos"
22217,"Santos, Ramon Pagayon",1941.0,1941.0,pasig,pasig,"Santos, Ramon Pagayon"
22219,"Santos, Rosendo (Ejercito)",1922.0,1922.0,cavite,cavite,"Santos, Rosendo"
22220,"Sapelnikov, Vasili",1867.0,1941.0,odessa,san,"Sapelnikov, Vasili"
22221,"Sargon, Simon",1938.0,1938.0,bombay,bombay,"Sargon, Simon"
22223,"Sarro [Sarri], Domenico Natale",1679.0,1744.0,trani,napoli,"Sarro, Domenico Natale"
22254,"Sarti [Sardi], Giuseppe",,,,,"Sarti, Giuseppe"
22343,"Sartorio [Sertorio], Antonio",1630.0,1680.0,venezia,venezia,"Sartorio, Antonio"
22358,"Sartorio [Sertorio], Gasparo",1625.0,1680.0,venezia,venezia,"Sartorio, Gasparo"
22362,"Satie, Erik [Eric] (Alfred-Leslie)",1866.0,1925.0,honfleur,paris,"Satie, Erik"
22365,"Satter, Gustav",1832.0,,rann,,"Satter, Gustav"
22366,"Sauguet [Poupard, Jean-Pierre], Henri",1901.0,1989.0,bordeaux,paris,"Sauguet, Henri"
22375,"Savagnone, Giuseppe",1902.0,1902.0,palermo,palermo,"Savagnone, Giuseppe"
22376,"Savard, Marie-Emmanuel-Augustin",1861.0,1942.0,paris,lyon,"Savard, Marie-Emmanuel-Augustin"
22377,"Savine, Alexander",1881.0,1949.0,beograd,chicago,"Savine, Alexander"
22378,"Savinio [Chirico, Andrea de], Alberto",1891.0,1956.0,athinai,roma,"Savinio, Alberto"
22383,"Savio, Johann Baptist",,,,,"Savio, Johann Baptist"
22390,"Saygun, Ahmet Adnan",1907.0,1991.0,izmir,istanbul,"Saygun, Ahmet Adnan"
22394,"Saylor, Bruce (Stuart)",1946.0,1946.0,philadelphia,philadelphia,"Saylor, Bruce"
22395,Sayn-Wittgenstein-Berleburg,,,graf,graf,Sayn-Wittgenstein-Berleburg
22397,"Scalabrini, Paolo",1713.0,1806.0,,lucca,"Scalabrini, Paolo"
22401,"Scarlatti, (Pietro) Alessandro (Gaspare)",1660.0,1725.0,palermo,napoli,"Scarlatti, Alessandro"
22465,"Scarlatti, (Giuseppe) Domenico",1685.0,1757.0,napoli,madrid,"Scarlatti, Domenico"
22481,"Scarlatti, Giuseppe",1723.0,1777.0,napoli,wien,"Scarlatti, Giuseppe"
22522,"Scarlatti, Pietro Filippo",1679.0,1750.0,roma,napoli,"Scarlatti, Pietro Filippo"
22523,Scarmolin. (Anthony) Louis,1890.0,1969.0,schio,union,Scarmolin. Louis
22524,"Schacht, Theodor,",1748.0,1823.0,freiherr,regensburg,"Schacht, Theodor,"
22534,"Schack [Cziak, Schak, Zák, Ziak], Benedikt (Emanuel)",1758.0,1826.0,mirotice,münchen,"Schack, Benedikt"
22560,"Schadewitz, Carl",1887.0,1945.0,st,reppendorf,"Schadewitz, Carl"
22561,Schaefer. Theodor,1904.0,1969.0,telc,brno,Schaefer. Theodor
22563,Schaeffer. Pierre,1910.0,1995.0,nancy,aix,Schaeffer. Pierre
22564,"Schaeuble, Hans (Joachim)",1906.0,1988.0,arosa,zürich,"Schaeuble, Hans"
22566,"Schafer, R(aymond) Murray",1933.0,1933.0,sarnia,sarnia,"Schafer, R Murray"
22571,"Schäffer, August",1814.0,1879.0,rheinsberg,badeb,"Schäffer, August"
22574,"Schäffer [Schaeffer], Boguslaw (Julien)",1929.0,1929.0,lvov,lvov,"Schäffer, Boguslaw"
22575,"Schall, Claus Nielsen",1757.0,1835.0,københavn,københavn,"Schall, Claus Nielsen"
22581,"Scharrer, August",1866.0,1936.0,strasbourg,weiherhof,"Scharrer, August"
22582,"Scharwenka, (Ludwig) Philipp",1847.0,1917.0,szamotuly,bad,"Scharwenka, Philipp"
22583,"Scharwenka, (Franz) Xaver",1850.0,1924.0,szamotuly,berlin,"Scharwenka, Xaver"
22584,"Schat, Peter",1935.0,2003.0,utrecht,amsterdam,"Schat, Peter"
22588,"Scheibe, Johann Adolph",1708.0,1776.0,leipzig,københavn,"Scheibe, Johann Adolph"
22589,"Scheinpflug, Paul",1875.0,1937.0,loschwitz,memel,"Scheinpflug, Paul"
22590,"Schelb, Josef",1894.0,,bad,,"Schelb, Josef"
22591,"Schelle, Michael",1950.0,1950.0,philadelphia,philadelphia,"Schelle, Michael"
22592,"Schenck, Pyotr",1870.0,1915.0,st,perkiarvy,"Schenck, Pyotr"
22594,"Schenk, Johann Baptist",1753.0,1836.0,wiener,wien,"Schenk, Johann Baptist"
22608,"Schiassi, Gaetano Maria",1698.0,1754.0,bologna,lisboa,"Schiassi, Gaetano Maria"
22619,"Schibler, Armin",1920.0,1986.0,kreuzlingen,zürich,"Schibler, Armin"
22627,"Schickele [Bach, P. D. Q.], Peter",1935.0,1935.0,ames,ames,"Schickele, Peter"
22629,"Schidlowsky, León",1931.0,1931.0,santiago,santiago,"Schidlowsky, León"
22632,"Schiedermayer, Johann Baptist",1779.0,1840.0,pfaffenmünster,linz,"Schiedermayer, Johann Baptist"
22635,"Schieferdecker [Schiefferdecker], Johann Christian",1679.0,1732.0,tuechern,lübeck,"Schieferdecker, Johann Christian"
22640,"Schierbeck, Poul (Julius Ouscher)",1888.0,1949.0,københavn,københavn,"Schierbeck, Poul"
22642,"Schikaneder, Emanuel (Johann Joseph [Baptist])",1751.0,1812.0,straubing,wien,"Schikaneder, Emanuel"
22645,"Schikaneder, Karl",1770.0,1845.0,freising,praha,"Schikaneder, Karl"
22646,"Schillings, Max von",1868.0,1933.0,düren,berlin,"Schillings, Max von"
22651,Schilson,,,baron,baron,Schilson
22652,"Schimon, Adolf",1820.0,1887.0,wien,leipzig,"Schimon, Adolf"
22654,"Schindelmeisser, Louis [Ludwig] (Alexander Balthasar)",1811.0,1864.0,königsberg,darmstadt,"Schindelmeisser, Louis"
22660,"Schindler, Poul Christian",1648.0,1740.0,københavn,københavn,"Schindler, Poul Christian"
22661,"Schira, Francesco",1809.0,1883.0,valletta,london,"Schira, Francesco"
22672,"Schiuma, Alfredo",1895.0,1963.0,buenos,buenos,"Schiuma, Alfredo"
22677,"Schjelderup, Gerhard (Rosenkrone)",1859.0,1933.0,kristiansand,benediktbeuern,"Schjelderup, Gerhard"
22688,"Schläger, Hans",1820.0,1885.0,felskirchen,salzburg,"Schläger, Hans"
22690,"Schlösser, Louis",1800.0,1886.0,darmstadt,darmstadt,"Schlösser, Louis"
22697,"Schmezer [Schmetzer], Georg",1642.0,1697.0,augsburg,augsburg,"Schmezer, Georg"
22699,"Schmid, Heinrich Kaspar",1874.0,1953.0,landau,münchen,"Schmid, Heinrich Kaspar"
22701,"Schmid [Schmidt], Johann Michael",1720.0,1792.0,pernartitz,mainz,"Schmid, Johann Michael"
22702,"Schmidt, Franz",1874.0,1939.0,bratislava,perchtoldsdorf,"Schmidt, Franz"
22704,"Schmidt, Gustav",1816.0,1882.0,weimar,darmstadt,"Schmidt, Gustav"
22708,"Schmidt, Johann Christoph",1664.0,1728.0,hohnstein,dresden,"Schmidt, Johann Christoph"
22709,"Schmidt, Johann Philipp Samuel",1779.0,1853.0,königsberg,berlin,"Schmidt, Johann Philipp Samuel"
22711,"Schmidt, Ole",1928.0,1928.0,københavn,københavn,"Schmidt, Ole"
22712,"Schmidt-Isserstedt, Hans",1900.0,1973.0,berlin,holm,"Schmidt-Isserstedt, Hans"
22713,"Schmiedt, Siegfried",1756.0,1799.0,suhl,suhl,"Schmiedt, Siegfried"
22715,"Schmitt, Aloys",1788.0,1866.0,erlenbach,frankfurt,"Schmitt, Aloys"
22719,"Schmitt, Georg Aloys",1827.0,1902.0,hannover,dresden,"Schmitt, Georg Aloys"
22720,"Schmittbaur [Schmittbauer], Joseph Aloys",1718.0,1809.0,bamberg,karlsruhe,"Schmittbaur, Joseph Aloys"
22728,"Schnabel, Karl",1809.0,1881.0,wroclaw,wroclaw,"Schnabel, Karl"
22729,"Schneider, (Johann Christian) Friedrich",1786.0,1853.0,alt,dessau,"Schneider, Friedrich"
22730,"Schneider, Georg Abraham",1770.0,1839.0,darmstadt,berlin,"Schneider, Georg Abraham"
22735,"Schneider-Trnavský, Mikulás",1881.0,1958.0,trnava,bratislava,"Schneider-Trnavský, Mikulás"
22736,"Schnittke [Shnitke], Al'fred (Garriyevich)",1934.0,1998.0,engel,hamburg,"Schnittke, Alfred"
22740,"Schnyder von Wartensee, (Franz) Xaver",1786.0,1868.0,luzern,frankfurt,"Schnyder von Wartensee, Xaver"
22744,"Schoberlechner, Franz",1797.0,1843.0,wien,berlin,"Schoberlechner, Franz"
22749,"Schobert, Johann [Jean]",1735.0,1767.0,schlesien,paris,"Schobert, Johann"
22751,"Schoeck, Othmar",1886.0,1957.0,brunnen,zürich,"Schoeck, Othmar"
22759,"Schoemaker, Maurice",1890.0,1964.0,anderlecht,brussel,"Schoemaker, Maurice"
22762,"Schoenberg [Schönberg], Arnold (Franz Walter)",1874.0,1951.0,wien,los,"Schoenberg, Arnold"
22766,"Schoenefeld, Henry",1857.0,1936.0,milwaukee,los,"Schoenefeld, Henry"
22767,"Schollum, Robert",1913.0,1987.0,wien,wien,"Schollum, Robert"
22771,"Scholz, Bernhard E.",1835.0,1916.0,mainz,münchen,"Scholz, Bernhard E."
22783,"Schönbach, Dieter",1931.0,1931.0,stolp,stolp,"Schönbach, Dieter"
22786,"Schönfeld, Johann Philipp",1742.0,1790.0,strasbourg,strasbourg,"Schönfeld, Johann Philipp"
22787,"Schonthal, Ruth",1924.0,2006.0,hamburg,scarsdale,"Schonthal, Ruth"
22790,"Schoop, Paul",1909.0,1976.0,zürich,los,"Schoop, Paul"
22791,"Schreker, Franz",1878.0,1934.0,monaco,berlin,"Schreker, Franz"
22801,"Schröder, Friedrich",1910.0,1972.0,näfels,berlin,"Schröder, Friedrich"
22807,"Schröder, Hanning",1896.0,1987.0,rostock,berlin,"Schröder, Hanning"
22808,"Schröder [Schroeder, Carl], Karl",1848.0,1935.0,quedlinburg,bremen,"Schröder, Karl"
22810,"Schroeder, Hermann",1904.0,1904.0,bernkastel,bernkastel,"Schroeder, Hermann"
22811,"Schröter, Corona (Elisabeth Wilhelmine)",1751.0,1802.0,guben,ilmenau,"Schröter, Corona"
22812,"Schryock, Buren",1881.0,1974.0,sheldon,san,"Schryock, Buren"
22817,"Schuback, Jacob",1726.0,1784.0,hamburg,hamburg,"Schuback, Jacob"
22818,"Schubaur, Johann Lukas",1749.0,1815.0,lechfeld,münchen,"Schubaur, Johann Lukas"
22822,"Schubert, Ferdinand (Lukas)",1794.0,1859.0,lichtenthal,wien,"Schubert, Ferdinand"
22823,"Schubert, Franz (Peter)",1797.0,1828.0,himmelpfortgrund,wien,"Schubert, Franz"
22838,"Schubert, Johann Friedrich",1770.0,1811.0,rudolstadt,mülheim,"Schubert, Johann Friedrich"
22839,"Schubert, Joseph",1828.0,1884.0,dessau,dresden,"Schubert, Joseph"
22840,"Schuberth, Ludwig",1806.0,1850.0,magdeburg,st,"Schuberth, Ludwig"
22841,"Schulhoff, Ervin [Erwin]",1894.0,1942.0,praha,wülzbourg,"Schulhoff, Ervin"
22842,"Schuller, Gunther (Alexander)",1925.0,1925.0,new,new,"Schuller, Gunther"
22845,"Schultz, Svend (Simon)",1913.0,1998.0,nykøbing,københavn,"Schultz, Svend"
22860,"Schultze, Norbert",1911.0,2002.0,braunschweig,bad,"Schultze, Norbert"
22867,"Schulz [Schultz], Johann Abraham Peter",1747.0,1800.0,lüneburg,schwedt,"Schulz, Johann Abraham Peter"
22881,"Schulz [Schulze], Johann Philipp Christian",1773.0,1827.0,langensalza,leipzig,"Schulz, Johann Philipp Christian"
22882,"Schulz-Beuthen, Heinrich",1838.0,1915.0,beuthen,dresden,"Schulz-Beuthen, Heinrich"
22884,"Schuman, William (howard)",1910.0,1992.0,new,new,"Schuman, William"
22885,"Schumann, Robert (Alexander)",1810.0,1856.0,zwickau,endenich,"Schumann, Robert"
22887,"Schumann, Walter",1913.0,1958.0,new,minneapolis,"Schumann, Walter"
22888,"Schürer, Johann Georg",1720.0,1786.0,roudnice,dresden,"Schürer, Johann Georg"
22893,"Schürmann [Schurmann, Scheuermann], Georg Caspar",1672.0,1751.0,idensen,wolfenbüttel,"Schürmann, Georg Caspar"
22933,"Schurmann [Schürmann], (Eduard) Gerard",1924.0,1924.0,kertosono,kertosono,"Schurmann, Gerard"
22934,"Schuster, Bernhard",1870.0,1934.0,berlin,berlin,"Schuster, Bernhard"
22936,"Schuster, Ignaz",1779.0,1835.0,wien,wien,"Schuster, Ignaz"
22942,"Schuster, Joseph",1748.0,1812.0,dresden,dresden,"Schuster, Joseph"
22963,"Schütt, Eduard",1856.0,1933.0,st,obermias,"Schütt, Eduard"
22964,"Schütz, Heinrich [Henrich]",1585.0,1672.0,köstritz,dresden,"Schütz, Heinrich"
22966,"Schuyt, Nico(laas)",1922.0,1922.0,alkmaar,alkmaar,"Schuyt, Nico"
22967,"Schwaen, Kurt",1909.0,1909.0,katowice,katowice,"Schwaen, Kurt"
22971,"Schwanenberger [Schwanenberg; Schwanberg; Schwanberger], Johann Gottfried",1740.0,1804.0,wolfenbüttel,braunschweig,"Schwanenberger, Johann Gottfried"
22985,"Schwartzkopff, Theodor",1659.0,1732.0,ulm,ludwigsburg,"Schwartzkopff, Theodor"
22989,"Schweitzer, Anton",1735.0,1787.0,coburg,gotha,"Schweitzer, Anton"
23003,"Schweizelsperg [Schweizelsberg; Schweizelsperger], Casimir [Caspar]",1668.0,1772.0,rosenheim,,"Schweizelsperg, Casimir"
23009,"Schwertsik, Kurt",1935.0,1935.0,wien,wien,"Schwertsik, Kurt"
23011,"Schwindl [Schwindel], Friedrich",1737.0,1786.0,amsterdam,karlsruhe,"Schwindl, Friedrich"
23012,"Schytte, Ludvig (Theodor)",1848.0,1909.0,århus,århus,"Schytte, Ludvig"
23014,"Sciammarella, Valdo",1924.0,1924.0,buenos,buenos,"Sciammarella, Valdo"
23015,"Sciarrino, Salvatore",1947.0,1947.0,palermo,palermo,"Sciarrino, Salvatore"
23020,"Sciroli [Schiroli; Scivoli; Siroli], Gregorio",1722.0,1781.0,napoli,,"Sciroli, Gregorio"
23047,"Scolari, Giuseppe",1720.0,1774.0,vicenza,lisboa,"Scolari, Giuseppe"
23081,"Scontrino, Antonio",1850.0,1922.0,trapani,firenze,"Scontrino, Antonio"
23086,"Scott, Cyril (Meir)",1879.0,1970.0,oxton,eastbourne,"Scott, Cyril"
23089,"Scott, Tom [Thomas] (Jefferson)",1912.0,1961.0,campbelltown,new,"Scott, Tom"
23090,"Sculthorpe, Peter (Joshua)",1929.0,1929.0,launceston,launceston,"Sculthorpe, Peter"
23092,"Scutta, Andreas",1806.0,1863.0,wien,praha,"Scutta, Andreas"
23098,"Searle, Humphrey",1915.0,1982.0,oxford,london,"Searle, Humphrey"
23101,"Sebenico [Sibencanin], Giovanni [Ivan]",1640.0,1705.0,sibenik,cividale,"Sebenico, Giovanni"
23104,"Sebor, Karl",1843.0,1903.0,brandeis,praha,"Sebor, Karl"
23109,"Sechter, Simon",1788.0,1867.0,friedberg,wien,"Sechter, Simon"
23114,"Seckendorff, Karl Siegmund",,,freiherr,freiherr,"Seckendorff, Karl Siegmund"
23120,"Secunda, Sholom",1894.0,1974.0,alexandria,new,"Secunda, Sholom"
23123,Seedo [Sidow; Sydow],1700.0,1754.0,,preussen,Seedo
23130,"Sehlbach, (Oswald) Erich",1898.0,1898.0,barmen,barmen,"Sehlbach, Erich"
23135,"Seiber, Mátyás (György)",1905.0,1905.0,budapest,budapest,"Seiber, Mátyás"
23136,"Seidel, Friedrich Ludwig",1765.0,1831.0,treuenbrietzen,charlottenburg,"Seidel, Friedrich Ludwig"
23140,"Seidel, Jan",1908.0,1998.0,nymburk,praha,"Seidel, Jan"
23141,"Sekles, Bernhard",1872.0,1934.0,frankfurt,frankfurt,"Sekles, Bernhard"
23143,"Selig, Robert Leigh",1939.0,1984.0,chicago,cambridge,"Selig, Robert Leigh"
23144,"Sellitto, Giuseppe",1700.0,1777.0,napoli,napoli,"Sellitto, Giuseppe"
23161,"Selvaggi, Rito",1898.0,1972.0,noicattaro,zoagli,"Selvaggi, Rito"
23164,"Semet, Théophile(-Aimé-Emile)",1824.0,1888.0,lille,corbeil,"Semet, Théophile"
23168,"Senilov, Vladimir",1875.0,1918.0,viatka,petrograd,"Senilov, Vladimir"
23170,"Serini, Giovanni Battista",1724.0,,cremona,,"Serini, Giovanni Battista"
23171,"Serov, Alexander (Nikolayevich)",1820.0,1871.0,st,st,"Serov, Alexander"
23177,Serova [,,,née,née,Serova
23180,"Serpette, (Henri Charles Antoine) Gaston",1846.0,1904.0,nantes,paris,"Serpette, Gaston"
23212,"Serrano, (Simeón) José",1873.0,1941.0,sueca,madrid,"Serrano, José"
23232,"Serrano y Ruiz, Emilio",1850.0,1939.0,vitoria,madrid,"Serrano y Ruiz, Emilio"
23238,"Serrao, Paolo",1830.0,1907.0,filadelfia,napoli,"Serrao, Paolo"
23243,"Servais, François [Franz] Mathieu",1847.0,1901.0,st,asnières,"Servais, François Mathieu"
23244,"Sessions, Roger (Huntington",1896.0,1985.0,brooklyn,princeton,"Sessions, Roger Huntington"
23248,"Setaccioli, Giacomo",1868.0,1925.0,corneto,siena,"Setaccioli, Giacomo"
23251,"Séverac, (Marie-Joseph-Alexandre) Déodat de",1872.0,1921.0,st,céret,"Séverac, Déodat de"
23255,"Seydelmann [Seidelmann], Franz",1748.0,1806.0,dresden,dresden,"Seydelmann, Franz"
23267,"Seyffardt, Ernst (Hermann)",1859.0,1942.0,krefeld,partenkirchen,"Seyffardt, Ernst"
23268,"Seyfried, Ignaz (Xaver),",,,ritter,ritter,"Seyfried, Ignaz,"
23279,"Seymour, John Laurence",1893.0,1986.0,los,san,"Seymour, John Laurence"
23290,"Shapleigh, Bertram",1871.0,1940.0,boston,washington,"Shapleigh, Bertram"
23291,"Shaporin, Yury (Alexandrovich)",1887.0,1966.0,glukhov,moskva,"Shaporin, Yury"
23293,"Shaposhnikov, Adrian Grigor'yevich",1887.0,1967.0,st,,"Shaposhnikov, Adrian Grigoryevich"
23301,"Shaverzashvili, Alexander",1919.0,1919.0,tbilisi,tbilisi,"Shaverzashvili, Alexander"
23302,"Shaw, Geoffrey (Turton)",1879.0,1943.0,london,london,"Shaw, Geoffrey"
23303,"Shaw, Martin (Edward Fallas)",1875.0,1958.0,london,southwold,"Shaw, Martin"
23307,"Shaw, Thomas",1760.0,1830.0,,paris,"Shaw, Thomas"
23308,"Shawwan [El Shawwan], Aziz",1916.0,1916.0,cairo,cairo,"Shawwan, Aziz"
23310,"Shchedrin, Rodion (Konstantinovich)",1932.0,1932.0,moskva,moskva,"Shchedrin, Rodion"
23313,"Shcherbachev, Vladimir (Vladimirovich)",1889.0,1952.0,warszawa,leningrad,"Shcherbachev, Vladimir"
23314,"Shebalin, Vissarion (Yakovlevich)",1902.0,1963.0,omsk,moskva,"Shebalin, Vissarion"
23316,"Shekhter, Boris (Semyonovich)",1900.0,1961.0,odessa,moskva,"Shekhter, Boris"
23320,"Shelley, Harry Rowe",1858.0,1947.0,new,short,"Shelley, Harry Rowe"
23322,"Sheng, Bright",1955.0,1955.0,shanghai,shanghai,"Sheng, Bright"
23323,"Shenshin, Alexander (Alexeievich)",1890.0,1944.0,moskva,moskva,"Shenshin, Alexander"
23324,"Shere, Charles",1935.0,1935.0,berkeley,berkeley,"Shere, Charles"
23327,"Shibata, Minao",1916.0,1916.0,tokyo,tokyo,"Shibata, Minao"
23328,"Shield, William",1748.0,1829.0,swalwell,brightling,"Shield, William"
23380,"Shimizu, Osamu",1911.0,1911.0,osaka,osaka,"Shimizu, Osamu"
23391,"Shira, Francesco",1808.0,1883.0,malta,london,"Shira, Francesco"
23394,"Shirinsky, Vasily (Petrovich)",1901.0,1965.0,ekaterinodar,mamontovka,"Shirinsky, Vasily"
23396,"Shishov, Ivan",1888.0,1947.0,novocherkassk,moskva,"Shishov, Ivan"
23397,"Shostakovich, Dmitri (Dmitrievich)",1906.0,1975.0,st,moskva,"Shostakovich, Dmitri"
23402,"Sibelius, Jean [Johan] (Julius Christian)",1865.0,1957.0,hämeenlinna,järvenpää,"Sibelius, Jean"
23403,"Sibelli [Sivelli], Giovanni Antonio",,,,,"Sibelli, Giovanni Antonio"
23405,"Siboni, Erik (Anthon Valdemar)",1828.0,1892.0,københavn,frederiksberg,"Siboni, Erik"
23407,"Sidel'nikov, Nikolay Nikolayevich",1930.0,1930.0,kalinin,kalinin,"Sidelnikov, Nikolay Nikolayevich"
23408,"Siebert, Wilhelm Dieter",1931.0,1931.0,berlin,berlin,"Siebert, Wilhelm Dieter"
23409,"Siegmeister, Elie",1909.0,1991.0,new,manhasset,"Siegmeister, Elie"
23417,"Sierra, Roberto",1953.0,1953.0,vega,vega,"Sierra, Roberto"
23418,"Sigurbjörnsson, Thorkell",1938.0,1938.0,reykjavik,reykjavik,"Sigurbjörnsson, Thorkell"
23421,"Sigwart [Sigwart Botho], Botho [",,,graf,graf,"Sigwart, Botho"
23422,"Siklós [Schönwald], Albert",1878.0,1878.0,budapest,budapest,"Siklós, Albert"
23424,"Sikorski, Tomasz",1939.0,1939.0,warszawa,warszawa,"Sikorski, Tomasz"
23425,"Silva, Francisco Manuel da",1795.0,1865.0,rio,rio,"Silva, Francisco Manuel da"
23426,"Silva, João Cordeiro da",1735.0,1807.0,elvas,lisboa,"Silva, João Cordeiro da"
23433,"Silva, Oscar da",1870.0,1958.0,paranhos,oporto,"Silva, Oscar da"
23434,"Silva, (David) Poll da",1834.0,1875.0,st,clermont,"Silva, Poll da"
23435,"Silver, Charles",1868.0,1949.0,paris,paris,"Silver, Charles"
23441,"Silver, Sheila",1946.0,1946.0,seattle,seattle,"Silver, Sheila"
23442,"Simon, Anton [Yul'yevich]",1850.0,1916.0,paris,st,"Simon, Anton"
23445,"Simon, James",1880.0,1944.0,berlin,oswiecim,"Simon, James"
23446,"Simonis, Jean-Marie",1931.0,1931.0,mol,mol,"Simonis, Jean-Marie"
23447,"Sinding, Christian (August)",1856.0,1941.0,kongsberg,oslo,"Sinding, Christian"
23449,"Singleton, Alvin (Elliot)",1940.0,1940.0,new,new,"Singleton, Alvin"
23450,"Sinico, Francesco",1810.0,1865.0,trieste,trieste,"Sinico, Francesco"
23451,"Sinico, Giuseppe",1836.0,1907.0,trieste,trieste,"Sinico, Giuseppe"
23456,"Sinopoli, Giuseppe",1946.0,2001.0,venezia,venezia,"Sinopoli, Giuseppe"
23457,"Siohan, Robert(-Lucien)",1894.0,1985.0,paris,paris,"Siohan, Robert"
23458,"Siqueira, José (de Lima)",1907.0,1985.0,conceição,rio,"Siqueira, José"
23460,"Sirola, Bozidar",1889.0,1956.0,zakanj,zagreb,"Sirola, Bozidar"
23465,"Sitsky, Larry",1934.0,1934.0,tianjin,tianjin,"Sitsky, Larry"
23470,"Sivic, Pavel",1908.0,1995.0,radovljica,ljubljana,"Sivic, Pavel"
23473,"Skilton, Charles Sanford",1868.0,1868.0,northampton,northampton,"Skilton, Charles Sanford"
23476,"Sklavos, George",1888.0,1888.0,braila,braila,"Sklavos, George"
23482,"Skroup, Frantisek Jan",1801.0,1862.0,osice,rotterdam,"Skroup, Frantisek Jan"
23491,"Skroup [Skraup], Jan Nepomuk",1811.0,1892.0,osice,praha,"Skroup, Jan Nepomuk"
23494,"Skuherský, Frantisek Zdenek (Xavier Alois)",1830.0,1892.0,opocno,ceske,"Skuherský, Frantisek Zdenek"
23500,"Skulte, Adolfs",1909.0,2000.0,kiev,riga,"Skulte, Adolfs"
23503,"Slonimsky, Sergey (Mikhaylovich)",1932.0,1932.0,leningrad,leningrad,"Slonimsky, Sergey"
23506,"Smareglia, Antonio",1854.0,1929.0,pola,grado,"Smareglia, Antonio"
23515,"Smart, Henry Thomas",1813.0,1879.0,london,london,"Smart, Henry Thomas"
23516,"Smetana, Bedrich [Friedrich]",1824.0,1884.0,litomysl,praha,"Smetana, Bedrich"
23529,"Smit, Leo",1921.0,1999.0,philadelphia,encinitas,"Smit, Leo"
23531,"Smith, David Stanley",1877.0,1949.0,toledo,new,"Smith, David Stanley"
23532,"Smith, Gregg",1931.0,1931.0,chicago,chicago,"Smith, Gregg"
23533,"Smith, Hale",1925.0,1925.0,cleveland,cleveland,"Smith, Hale"
23534,"Smith [Schmidt], John Christopher [Johann Christoph]",1712.0,1795.0,ansbach,bath,"Smith, John Christopher"
23544,"Smith [Vielehr], Julia (Frances)",1911.0,1989.0,denton,new,"Smith, Julia"
23552,"Smith, Leland (Clayton)",1925.0,1925.0,oakland,oakland,"Smith, Leland"
23553,"Smith Brindle, Reginald",1917.0,1917.0,bamber,bamber,"Smith Brindle, Reginald"
23554,"Smutný, Jirí",1932.0,1932.0,praha,praha,"Smutný, Jirí"
23560,"Smyth,",,,dame,dame,"Smyth,"
23567,"Sobolewsky, (Johann Friedrich [Fryderyk]) Edward [Eduard]",1804.0,1872.0,königsberg,st,"Sobolewsky, Edward"
23574,"Socor, Matei",1908.0,1980.0,iasy,bucuresti,"Socor, Matei"
23575,"Söderlind, Ragnar",1945.0,1945.0,oslo,oslo,"Söderlind, Ragnar"
23576,"Söderman, (Johan) August",1832.0,1876.0,stockholm,stockholm,"Söderman, August"
23579,"Sodero, Cesare",1886.0,1947.0,napoli,new,"Sodero, Cesare"
23580,"Sodi [Sody], Charles [Carlo]",1715.0,1788.0,roma,paris,"Sodi, Charles"
23594,"Soffredini, Alfredo",1854.0,1923.0,livorno,milano,"Soffredini, Alfredo"
23602,"Sogner, Pasquale",1793.0,1842.0,napoli,napoli,"Sogner, Pasquale"
